CodeInsee;Gagnant
33020;LE PEN
64079;MACRON
38020;FILLON
13008;MACRON
33021;MACRON
3011;FILLON
48010;FILLON
14011;LE PEN
81020;MACRON
16024;LE PEN
31030;MÉLENCHON
64080;MACRON
81021;MACRON
73023;FILLON
31031;MACRON
8032;LE PEN
31032;MACRON
32468;MÉLENCHON
64081;LASSALLE
41006;LE PEN
25032;LE PEN
25033;LE PEN
31033;LE PEN
32019;MACRON
82006;MACRON
64082;MACRON
70037;FILLON
60030;LE PEN
78034;FILLON
64083;MACRON
8033;FILLON
27025;LE PEN
60031;LE PEN
80042;FILLON
27026;LE PEN
63021;MACRON
14030;MACRON
80043;LE PEN
80044;LE PEN
76038;MACRON
58018;FILLON
70038;LE PEN
4016;MÉLENCHON
41007;LE PEN
28018;FILLON
17026;LE PEN
91035;LE PEN
27028;LE PEN
80045;MACRON
39030;LE PEN
71013;LE PEN
26021;LE PEN
34018;LE PEN
76040;LE PEN
88019;LE PEN
52029;LE PEN
52030;LE PEN
62059;FILLON
46011;MACRON
70039;LE PEN
78036;MACRON
43014;FILLON
38225;MÉLENCHON
37009;LE PEN
90082;LE PEN
60032;LE PEN
8034;MÉLENCHON
55017;LE PEN
2039;LE PEN
54030;LE PEN
2040;LE PEN
76041;MÉLENCHON
2041;LE PEN
88020;LE PEN
55018;MACRON
52031;LE PEN
54031;LE PEN
88021;LE PEN
70040;LE PEN
70041;LE PEN
70042;LE PEN
54032;LE PEN
21034;LE PEN
8035;MÉLENCHON
45015;LE PEN
8036;LE PEN
3012;MÉLENCHON
45016;LE PEN
71014;MACRON
82007;MÉLENCHON
6008;LE PEN
51027;FILLON
91037;LE PEN
43015;LE PEN
50023;LE PEN
72016;FILLON
91038;LE PEN
72017;FILLON
95039;MACRON
70043;LE PEN
82008;MACRON
14033;LE PEN
21035;LE PEN
8037;LE PEN
76042;LE PEN
45017;FILLON
60703;LE PEN
50024;MACRON
39031;LE PEN
21036;LE PEN
32020;FILLON
90005;LE PEN
90006;MÉLENCHON
89024;MACRON
21037;FILLON
62060;LE PEN
10018;LE PEN
70044;LE PEN
21038;LE PEN
45018;LE PEN
71015;LE PEN
88022;LE PEN
23013;MACRON
31034;MÉLENCHON
9030;MÉLENCHON
63022;MÉLENCHON
76043;LE PEN
63023;MÉLENCHON
15015;MACRON
4017;MÉLENCHON
31035;MACRON
31036;MACRON
12016;MACRON
43016;LE PEN
37010;LE PEN
76045;LE PEN
76046;LE PEN
76047;LE PEN
86014;MACRON
86015;LE PEN
35008;LE PEN
79022;MACRON
65050;FILLON
89025;MACRON
5011;LE PEN
8038;LE PEN
25036;MACRON
10020;LE PEN
10021;LE PEN
86016;MACRON
41008;LE PEN
8039;LE PEN
69014;LE PEN
42010;LE PEN
21039;FILLON
80046;LE PEN
59034;FILLON
80047;LE PEN
69015;MÉLENCHON
14034;MACRON
51028;LE PEN
34019;LE PEN
32021;MÉLENCHON
33022;LE PEN
65051;MACRON
65052;MÉLENCHON
62061;LE PEN
41009;LE PEN
3013;MACRON
95040;MACRON
61018;LE PEN
32022;MACRON
53013;MACRON
59035;LE PEN
62062;LE PEN
80048;FILLON
76048;LE PEN
72018;LE PEN
76049;LE PEN
62063;LE PEN
59037;LE PEN
62064;LE PEN
59038;LE PEN
59036;LE PEN
44007;FILLON
72019;FILLON
65053;MACRON
65054;MÉLENCHON
32023;FILLON
30026;MÉLENCHON
63024;FILLON
72020;FILLON
84007;MÉLENCHON
38023;FILLON
31037;MACRON
39032;FILLON
54033;LE PEN
88023;LE PEN
55021;LE PEN
25038;FILLON
60033;FILLON
62065;LE PEN
55022;FILLON
10022;FILLON
27031;MACRON
51029;LE PEN
55023;LE PEN
37011;MACRON
61020;LE PEN
72021;FILLON
67016;LE PEN
77014;MACRON
79023;FILLON
62066;FILLON
10023;LE PEN
37012;LE PEN
18018;LE PEN
21040;FILLON
21041;LE PEN
25039;FILLON
54034;FILLON
88024;FILLON
91041;MACRON
50025;MACRON
88025;FILLON
60034;LE PEN
52033;LE PEN
58019;MACRON
76050;LE PEN
73025;FILLON
10024;LE PEN
54035;LE PEN
57042;LE PEN
60035;LE PEN
73026;LE PEN
70045;LE PEN
60036;LE PEN
54036;LE PEN
49015;MACRON
85010;FILLON
37013;LE PEN
3014;MACRON
61021;MACRON
58020;LE PEN
62067;LE PEN
17027;LE PEN
59039;LE PEN
11021;MÉLENCHON
9031;MÉLENCHON
9032;MACRON
63025;FILLON
51030;LE PEN
63026;MACRON
64084;FILLON
64085;LASSALLE
88026;LE PEN
19015;MACRON
80049;LE PEN
62068;LE PEN
66010;LE PEN
33023;MACRON
31004;MACRON
32024;FILLON
64086;MACRON
73027;LE PEN
46012;MÉLENCHON
15016;MACRON
86017;LE PEN
65055;MACRON
74024;FILLON
12017;MACRON
57043;LE PEN
17028;MACRON
65056;MACRON
32025;FILLON
55024;LE PEN
31038;MACRON
23014;FILLON
87006;FILLON
79024;MACRON
36010;LE PEN
37014;FILLON
37015;MACRON
37016;FILLON
79025;MACRON
41010;MÉLENCHON
53014;FILLON
71016;LE PEN
54037;MACRON
23015;FILLON
54038;LE PEN
24019;FILLON
43017;MACRON
65057;MACRON
65058;MACRON
50026;MÉLENCHON
34020;MÉLENCHON
11022;LE PEN
62069;FILLON
69016;LE PEN
57044;LE PEN
40021;MACRON
18019;LE PEN
58021;LE PEN
2042;LE PEN
55025;LE PEN
8041;LE PEN
34021;LE PEN
60037;LE PEN
77015;LE PEN
54039;LE PEN
45019;FILLON
46013;MÉLENCHON
59041;LE PEN
31039;MÉLENCHON
60038;LE PEN
31040;MÉLENCHON
59042;MACRON
50027;MACRON
51031;LE PEN
60039;LE PEN
80050;MACRON
57045;LE PEN
27033;LE PEN
27034;LE PEN
76051;LE PEN
15017;LE PEN
48013;MACRON
36158;MÉLENCHON
24021;MACRON
24022;MÉLENCHON
56008;MACRON
11023;LE PEN
25040;LE PEN
88027;LE PEN
54040;LE PEN
55026;LE PEN
67017;LE PEN
57046;LE PEN
63027;MACRON
30027;LE PEN
33024;LE PEN
46014;FILLON
1025;LE PEN
1026;MACRON
9033;LE PEN
11024;MÉLENCHON
66011;LE PEN
31041;LE PEN
46015;MACRON
89027;LE PEN
77016;LE PEN
65059;MACRON
31042;FILLON
2043;LE PEN
3015;MÉLENCHON
36011;LE PEN
51032;LE PEN
54041;FILLON
92007;MÉLENCHON
10025;FILLON
17029;MACRON
11025;LE PEN
61483;FILLON
93006;MÉLENCHON
63028;MACRON
69017;FILLON
83008;LE PEN
30028;LE PEN
21042;LE PEN
35009;LE PEN
35010;LE PEN
66012;LE PEN
40022;FILLON
28019;FILLON
33025;LE PEN
70047;LE PEN
16025;LE PEN
21043;MACRON
40023;LE PEN
64087;MACRON
34022;LE PEN
35011;LE PEN
28023;LE PEN
28021;LE PEN
28022;FILLON
66013;MÉLENCHON
95042;LE PEN
59043;LE PEN
61023;LE PEN
80051;LE PEN
62070;LE PEN
27035;FILLON
60040;LE PEN
62071;LE PEN
62072;LE PEN
76052;FILLON
62073;LE PEN
60041;LE PEN
62074;LE PEN
60042;LE PEN
76053;LE PEN
41012;FILLON
60043;LE PEN
78043;FILLON
52034;LE PEN
76054;LE PEN
10026;LE PEN
77018;MACRON
62075;MACRON
35012;MACRON
62076;LE PEN
43018;LE PEN
35013;MACRON
54042;LE PEN
88030;LE PEN
54043;LE PEN
6009;LE PEN
8116;LE PEN
35014;MACRON
53016;FILLON
59044;MACRON
52035;LE PEN
59045;LE PEN
7022;LE PEN
66014;LE PEN
80052;LE PEN
47019;LE PEN
32026;MÉLENCHON
62077;LE PEN
9034;MACRON
46016;MÉLENCHON
60044;LE PEN
9035;MACRON
12018;MÉLENCHON
12019;MACRON
39034;LE PEN
8042;LE PEN
1027;LE PEN
8043;LE PEN
39035;LE PEN
64088;MACRON
17030;LE PEN
34023;LE PEN
34024;LE PEN
80053;MÉLENCHON
35015;MACRON
7023;MÉLENCHON
42011;LE PEN
38025;MACRON
67018;LE PEN
67019;LE PEN
68015;LE PEN
64089;MACRON
31043;FILLON
47020;MACRON
68016;LE PEN
8044;LE PEN
82009;LE PEN
10027;FILLON
27036;LE PEN
62078;LE PEN
64090;FILLON
64091;LE PEN
33026;MÉLENCHON
91044;MACRON
74025;FILLON
91045;LE PEN
37018;MACRON
17031;LE PEN
8045;LE PEN
87007;LE PEN
14035;LE PEN
68017;LE PEN
88031;MACRON
17032;LE PEN
26022;MÉLENCHON
72023;FILLON
71017;FILLON
53018;FILLON
77019;LE PEN
31044;MACRON
39036;LE PEN
10028;FILLON
10029;LE PEN
21044;LE PEN
68018;LE PEN
48016;LE PEN
68019;LE PEN
16026;MACRON
59046;LE PEN
57047;LE PEN
48017;LE PEN
64092;LASSALLE
2044;FILLON
62079;FILLON
88032;LE PEN
88033;LE PEN
83009;FILLON
1028;LE PEN
24023;LE PEN
56009;MÉLENCHON
65060;MÉLENCHON
23016;MÉLENCHON
29004;MACRON
25041;LE PEN
18020;LE PEN
51034;FILLON
57048;LE PEN
7024;MÉLENCHON
18021;LE PEN
46017;MÉLENCHON
51035;LE PEN
52037;LE PEN
53019;FILLON
14036;MACRON
81022;MACRON
55027;LE PEN
77020;LE PEN
8046;FILLON
4018;MÉLENCHON
40024;FILLON
39037;LE PEN
63029;MÉLENCHON
88106;LE PEN
71018;LE PEN
59047;LE PEN
95046;FILLON
55028;LE PEN
59048;LE PEN
59049;LE PEN
68020;LE PEN
90007;FILLON
14038;MACRON
61024;LE PEN
66015;LE PEN
66016;LE PEN
89028;LE PEN
76055;FILLON
62080;LE PEN
19016;MÉLENCHON
49017;LE PEN
11026;LE PEN
36012;MÉLENCHON
62081;LE PEN
12056;MACRON
62082;LE PEN
5012;MACRON
65061;MÉLENCHON
11027;LE PEN
8047;LE PEN
54044;LE PEN
47021;LE PEN
85011;FILLON
31045;MÉLENCHON
65062;MÉLENCHON
65063;MACRON
13010;LE PEN
73029;MACRON
10030;LE PEN
3016;MÉLENCHON
14039;LE PEN
60045;FILLON
14040;MACRON
77021;LE PEN
88035;LE PEN
16027;LE PEN
16028;MACRON
26023;LE PEN
21045;LE PEN
77022;FILLON
51036;LE PEN
54045;LE PEN
10031;LE PEN
8048;FILLON
73030;MACRON
27037;LE PEN
26024;LE PEN
32027;MACRON
4019;FILLON
57050;LE PEN
5013;MÉLENCHON
32028;LE PEN
64093;LASSALLE
77023;LE PEN
42012;MÉLENCHON
16029;MACRON
82010;LE PEN
21046;FILLON
21047;LE PEN
70048;LE PEN
64094;MACRON
24024;MÉLENCHON
76056;LE PEN
65481;MACRON
65064;FILLON
67020;LE PEN
31046;MACRON
76057;LE PEN
50029;FILLON
2046;LE PEN
2047;LE PEN
2048;LE PEN
39038;LE PEN
50030;FILLON
83010;MÉLENCHON
83011;LE PEN
21048;LE PEN
43019;MACRON
70049;LE PEN
60046;LE PEN
33027;MÉLENCHON
64095;MACRON
54046;LE PEN
54047;LE PEN
2049;LE PEN
71019;LE PEN
9037;MÉLENCHON
30029;MÉLENCHON
48018;MÉLENCHON
83012;LE PEN
21049;LE PEN
28024;MACRON
55029;MACRON
4020;LE PEN
8049;LE PEN
65065;LE PEN
80054;LE PEN
18022;LE PEN
62083;LE PEN
62084;FILLON
80055;LE PEN
28025;LE PEN
7025;MÉLENCHON
26025;MÉLENCHON
71020;MÉLENCHON
50031;FILLON
14041;FILLON
27039;LE PEN
54048;LE PEN
76058;LE PEN
30030;LE PEN
33028;MÉLENCHON
60047;FILLON
71021;LE PEN
14042;MACRON
57051;LE PEN
14043;FILLON
10032;LE PEN
27040;LE PEN
67021;MACRON
3017;LE PEN
32029;MACRON
65066;MACRON
4021;LE PEN
64096;MÉLENCHON
38027;MACRON
81023;FILLON
39039;MACRON
48019;MÉLENCHON
4022;LE PEN
16030;MACRON
39040;FILLON
26026;FILLON
5014;MÉLENCHON
15018;FILLON
16031;MÉLENCHON
37019;LE PEN
65067;LE PEN
82011;LE PEN
24025;MACRON
32030;FILLON
26027;MÉLENCHON
33030;MÉLENCHON
57052;LE PEN
10033;LE PEN
10034;LE PEN
25043;LE PEN
68021;FILLON
65068;MACRON
25044;MACRON
65070;FILLON
27042;LE PEN
61026;FILLON
88036;LE PEN
45021;LE PEN
17034;LE PEN
64097;MACRON
2050;LE PEN
2051;LE PEN
40025;MACRON
32031;FILLON
43020;LE PEN
63030;LE PEN
59050;LE PEN
54049;LE PEN
51037;LE PEN
51038;FILLON
14044;MACRON
40026;LE PEN
16032;MACRON
34025;LE PEN
33031;LE PEN
44009;MACRON
57287;MACRON
67022;MACRON
14045;FILLON
33032;MÉLENCHON
73031;MACRON
40027;LE PEN
57574;MACRON
86018;LE PEN
88037;MACRON
62085;FILLON
77024;LE PEN
15019;MÉLENCHON
19017;MÉLENCHON
19018;MACRON
70052;LE PEN
24026;MÉLENCHON
64098;LE PEN
57053;LE PEN
2052;LE PEN
52038;LE PEN
89029;LE PEN
32032;FILLON
51039;LE PEN
51040;LE PEN
48020;MÉLENCHON
64100;MACRON
74029;LE PEN
64099;MACRON
40028;MÉLENCHON
23017;LE PEN
54050;LE PEN
26028;LE PEN
54051;LE PEN
45022;LE PEN
45023;FILLON
40029;MACRON
65071;MÉLENCHON
25045;LE PEN
25046;LE PEN
68022;LE PEN
88038;LE PEN
54052;LE PEN
70054;LE PEN
67023;LE PEN
44010;FILLON
21050;MACRON
50033;FILLON
56010;MACRON
51041;FILLON
71022;LE PEN
40030;LE PEN
55030;LE PEN
83014;LE PEN
70055;LE PEN
55031;LE PEN
50034;MACRON
52039;LE PEN
57054;LE PEN
64101;MACRON
55032;LE PEN
36013;LE PEN
28026;LE PEN
88039;LE PEN
71023;LE PEN
83015;FILLON
49018;FILLON
18023;LE PEN
60048;LE PEN
71024;LE PEN
70056;LE PEN
45024;MACRON
21051;MÉLENCHON
91047;LE PEN
55033;DUPONT-AIGNAN
35016;MACRON
9044;MÉLENCHON
25047;LE PEN
39041;FILLON
50036;LE PEN
33033;MÉLENCHON
59052;LE PEN
54053;LE PEN
41013;FILLON
25048;LE PEN
59053;LE PEN
80056;LE PEN
14046;MACRON
39042;MÉLENCHON
90008;LE PEN
59054;LE PEN
62086;LE PEN
31047;MÉLENCHON
70057;LE PEN
24027;MÉLENCHON
52265;LE PEN
33034;LE PEN
29005;MACRON
51042;FILLON
88040;LE PEN
10035;LE PEN
80057;LE PEN
62087;LE PEN
62088;LE PEN
3018;LE PEN
14047;MACRON
54054;LE PEN
64102;MACRON
4023;LE PEN
33035;LE PEN
8052;FILLON
80058;LE PEN
54055;LE PEN
52040;MACRON
16034;LE PEN
36014;FILLON
54056;LE PEN
78048;MACRON
51043;LE PEN
60049;LE PEN
89030;LE PEN
33036;MACRON
17035;FILLON
88041;MACRON
8053;LE PEN
55034;LE PEN
23018;FILLON
78049;FILLON
47022;LE PEN
80059;LE PEN
14049;FILLON
65072;MÉLENCHON
32033;LE PEN
60050;LE PEN
31048;MACRON
88042;LE PEN
65073;LE PEN
27045;LE PEN
55035;LE PEN
62089;FILLON
76059;LE PEN
58023;LE PEN
61028;LE PEN
28028;FILLON
77025;LE PEN
45025;LE PEN
28029;LE PEN
78050;FILLON
61029;FILLON
45026;LE PEN
2054;LE PEN
85013;MACRON
85014;FILLON
88043;LE PEN
88044;LE PEN
58024;FILLON
57055;LE PEN
27046;LE PEN
65074;MACRON
53025;FILLON
72025;FILLON
35019;FILLON
59055;LE PEN
32034;MÉLENCHON
31049;MACRON
65075;MACRON
65076;MACRON
7026;FILLON
80060;LE PEN
62090;LE PEN
58025;LE PEN
1170;LE PEN
76060;LE PEN
71025;LE PEN
27047;LE PEN
30032;LE PEN
32035;LE PEN
80061;LE PEN
80062;LE PEN
59056;FILLON
35021;MACRON
41173;LE PEN
65077;MACRON
31050;LE PEN
95051;MACRON
50038;LE PEN
80063;MÉLENCHON
45027;LE PEN
7027;LE PEN
28030;LE PEN
52042;FILLON
41014;LE PEN
77026;FILLON
55036;LE PEN
50039;FILLON
90009;LE PEN
80064;LE PEN
80065;LE PEN
80066;LE PEN
49020;MACRON
38030;LE PEN
65078;MÉLENCHON
60051;LE PEN
59057;LE PEN
62091;FILLON
61032;LE PEN
72026;FILLON
50040;FILLON
27048;FILLON
38031;MACRON
31051;LE PEN
34026;FILLON
38032;LE PEN
39043;LE PEN
59058;LE PEN
73034;FILLON
62092;LE PEN
49021;LE PEN
55037;LE PEN
80067;LE PEN
26035;MÉLENCHON
85015;MACRON
14231;LE PEN
88045;FILLON
47023;LE PEN
17036;LE PEN
45028;MACRON
60052;LE PEN
4024;MÉLENCHON
69018;LE PEN
70058;LE PEN
62093;LE PEN
7028;MÉLENCHON
15020;FILLON
21052;LE PEN
34027;LE PEN
36015;FILLON
38033;LE PEN
43021;LE PEN
58026;FILLON
61034;FILLON
63031;MÉLENCHON
55038;FILLON
60053;LE PEN
37020;MACRON
85016;MACRON
79029;MÉLENCHON
19019;MACRON
49022;MACRON
45029;LE PEN
6011;FILLON
53026;FILLON
16035;LE PEN
3019;LE PEN
14053;LE PEN
32036;MÉLENCHON
2055;LE PEN
88046;LE PEN
62094;LE PEN
84012;LE PEN
14054;FILLON
84013;LE PEN
80068;LE PEN
62095;LE PEN
62096;LE PEN
62097;LE PEN
7029;MÉLENCHON
19020;MACRON
32037;LE PEN
43022;MÉLENCHON
54057;LE PEN
63032;MACRON
74031;FILLON
89031;LE PEN
82013;LE PEN
84014;LE PEN
77027;LE PEN
87009;MÉLENCHON
84015;FILLON
27050;FILLON
8055;LE PEN
14055;FILLON
2056;LE PEN
59059;LE PEN
26036;MÉLENCHON
37022;MÉLENCHON
80069;LE PEN
58027;LE PEN
76062;LE PEN
27051;LE PEN
28031;FILLON
60054;LE PEN
63033;LE PEN
26037;MACRON
37021;LE PEN
26038;LE PEN
24028;MACRON
53027;FILLON
72028;FILLON
86019;LE PEN
58028;FILLON
72027;FILLON
71026;LE PEN
31052;LE PEN
95052;MÉLENCHON
72029;FILLON
51044;LE PEN
21053;FILLON
37023;FILLON
70059;LE PEN
70060;LE PEN
51045;LE PEN
21054;FILLON
3020;MACRON
45030;LE PEN
43023;LE PEN
21055;LE PEN
1029;LE PEN
24029;LE PEN
49023;FILLON
31053;MACRON
32038;MACRON
47024;LE PEN
82014;LE PEN
80070;LE PEN
59060;LE PEN
62099;LE PEN
60055;LE PEN
62100;LE PEN
13012;FILLON
1030;LE PEN
46020;MÉLENCHON
26039;LE PEN
24030;MACRON
24031;MACRON
63034;MACRON
63035;LE PEN
38034;LE PEN
60056;LE PEN
76064;LE PEN
85017;MACRON
71027;LE PEN
59061;LE PEN
2057;LE PEN
26040;MACRON
2058;LE PEN
59062;LE PEN
24032;MÉLENCHON
26041;LE PEN
55040;FILLON
6012;FILLON
22209;MACRON
79030;MÉLENCHON
76065;LE PEN
31054;MACRON
77028;LE PEN
33037;MACRON
2059;LE PEN
76066;LE PEN
61035;LE PEN
60057;LE PEN
17037;LE PEN
81024;MACRON
80071;LE PEN
76063;LE PEN
26042;MACRON
7030;MÉLENCHON
71028;LE PEN
4025;MÉLENCHON
31055;MACRON
47025;MÉLENCHON
28032;FILLON
89032;FILLON
50042;FILLON
60058;LE PEN
77029;LE PEN
89033;MACRON
38035;LE PEN
76067;LE PEN
38036;LE PEN
85018;LE PEN
79031;MACRON
62881;LE PEN
62101;LE PEN
59063;LE PEN
2060;LE PEN
26043;MÉLENCHON
30033;LE PEN
43024;LE PEN
43025;LE PEN
31056;MACRON
47026;MÉLENCHON
57056;LE PEN
68023;LE PEN
32039;MÉLENCHON
76068;LE PEN
79032;MACRON
54058;FILLON
35022;MÉLENCHON
16036;MACRON
57057;LE PEN
49026;MACRON
80073;LE PEN
62102;LE PEN
2061;LE PEN
80074;LE PEN
34028;MÉLENCHON
84016;LE PEN
18024;FILLON
32040;LE PEN
35023;MACRON
9045;MÉLENCHON
9046;MÉLENCHON
64103;MACRON
17038;LE PEN
84017;LE PEN
48050;MÉLENCHON
64104;MÉLENCHON
46021;MÉLENCHON
18025;MÉLENCHON
39045;LE PEN
8056;LE PEN
40031;MACRON
33038;LE PEN
56011;FILLON
22004;MÉLENCHON
33039;MÉLENCHON
88047;LE PEN
65079;LE PEN
49027;MACRON
3021;MACRON
33040;MÉLENCHON
64105;FILLON
62103;LE PEN
64106;MACRON
80076;LE PEN
80077;LE PEN
60059;LE PEN
55041;MACRON
64107;LASSALLE
78053;FILLON
57058;MÉLENCHON
49028;MÉLENCHON
56012;MACRON
72031;LE PEN
89034;LE PEN
51046;FILLON
67025;LE PEN
21056;MACRON
21057;LE PEN
23019;MÉLENCHON
36016;LE PEN
21058;LE PEN
34029;LE PEN
46022;MÉLENCHON
31057;MACRON
76069;MACRON
31058;MACRON
31059;MÉLENCHON
82015;LE PEN
11028;LE PEN
12024;FILLON
81025;FILLON
11029;MACRON
13013;LE PEN
9047;LE PEN
66019;LE PEN
31060;MÉLENCHON
24034;MÉLENCHON
70061;LE PEN
25049;LE PEN
11030;FILLON
61036;LE PEN
61196;FILLON
90010;MÉLENCHON
46023;LE PEN
11031;LE PEN
53028;MACRON
83017;LE PEN
40032;MÉLENCHON
28033;LE PEN
1032;LE PEN
33042;LE PEN
40033;LE PEN
87011;MACRON
4026;LE PEN
59064;LE PEN
80078;MACRON
57059;LE PEN
61037;FILLON
2062;LE PEN
54059;LE PEN
33043;LE PEN
62104;FILLON
19021;MÉLENCHON
89035;LE PEN
39046;MÉLENCHON
73036;MÉLENCHON
26046;LE PEN
60060;LE PEN
62105;FILLON
21059;MACRON
33044;LE PEN
86020;LE PEN
39047;FILLON
88048;LE PEN
95055;LE PEN
46156;MACRON
67026;FILLON
30034;LE PEN
45031;LE PEN
32041;MACRON
11032;LE PEN
26047;MÉLENCHON
42013;LE PEN
23020;MACRON
81026;LE PEN
38037;LE PEN
31061;MACRON
1033;MACRON
25051;FILLON
22005;MÉLENCHON
68024;LE PEN
61038;FILLON
3022;MÉLENCHON
76070;LE PEN
21060;MACRON
2063;LE PEN
14057;MACRON
76071;LE PEN
21061;FILLON
21062;MACRON
55042;FILLON
3023;FILLON
42014;LE PEN
81027;MACRON
57086;LE PEN
31062;MÉLENCHON
2064;LE PEN
80079;LE PEN
74032;FILLON
71029;LE PEN
14527;FILLON
16204;LE PEN
49345;FILLON
85019;MACRON
54060;LE PEN
69019;LE PEN
79033;LE PEN
76072;LE PEN
8057;LE PEN
18026;LE PEN
55043;LE PEN
43026;LE PEN
1034;MACRON
1035;LE PEN
2065;LE PEN
1031;LE PEN
59065;LE PEN
62471;LE PEN
9048;MÉLENCHON
64108;LE PEN
32042;MACRON
16037;FILLON
62106;LE PEN
77030;LE PEN
61040;LE PEN
61041;LE PEN
60061;LE PEN
95056;LE PEN
80080;LE PEN
80081;LE PEN
80082;LE PEN
17039;LE PEN
76075;LE PEN
25052;MACRON
32043;MACRON
38038;LE PEN
39048;MACRON
52043;FILLON
67027;LE PEN
70062;LE PEN
46024;MACRON
69020;MACRON
42015;LE PEN
88049;LE PEN
1036;MÉLENCHON
46026;FILLON
88050;MACRON
12025;MACRON
88051;LE PEN
73039;LE PEN
70063;LE PEN
11033;LE PEN
55044;MACRON
88052;LE PEN
55045;LE PEN
40034;MÉLENCHON
8058;FILLON
50044;LE PEN
88053;LE PEN
8059;FILLON
51047;LE PEN
51048;FILLON
6013;LE PEN
70064;LE PEN
33045;LE PEN
82016;FILLON
11034;LE PEN
30035;MÉLENCHON
11035;LE PEN
11036;LE PEN
25053;FILLON
56013;MACRON
27054;LE PEN
9049;MACRON
65080;MÉLENCHON
9050;MACRON
37024;LE PEN
9051;MÉLENCHON
54061;LE PEN
76076;LE PEN
86021;LE PEN
2066;LE PEN
19022;MACRON
6014;LE PEN
68025;LE PEN
64109;MACRON
14059;FILLON
40035;MACRON
40036;MACRON
16038;MACRON
57060;LE PEN
76077;LE PEN
85020;MACRON
21063;MACRON
23021;MACRON
55046;FILLON
67028;LE PEN
18027;LE PEN
62107;LE PEN
57061;LE PEN
26048;MÉLENCHON
78057;LE PEN
54062;LE PEN
68026;FILLON
29006;FILLON
21064;LE PEN
50045;MACRON
17041;LE PEN
1037;FILLON
14060;MACRON
76079;LE PEN
31063;LE PEN
31064;MACRON
65081;MÉLENCHON
40037;MACRON
64111;MACRON
1038;FILLON
14062;FILLON
1039;LE PEN
89037;LE PEN
64110;MÉLENCHON
31065;LE PEN
32044;LE PEN
65082;MACRON
43027;LE PEN
24036;MÉLENCHON
10037;LE PEN
10038;LE PEN
25054;LE PEN
28035;LE PEN
28034;LE PEN
28036;FILLON
62108;LE PEN
17042;MACRON
61043;LE PEN
32045;MACRON
59066;LE PEN
27055;LE PEN
68027;FILLON
64112;MACRON
1040;LE PEN
72032;LE PEN
67029;LE PEN
46027;MACRON
67030;LE PEN
24037;MACRON
10039;FILLON
51049;LE PEN
51050;FILLON
71030;LE PEN
68028;LE PEN
68029;LE PEN
68030;LE PEN
80083;LE PEN
8060;FILLON
63036;MACRON
40038;LE PEN
64113;MACRON
57062;MACRON
62109;LE PEN
59067;LE PEN
2067;LE PEN
22006;MÉLENCHON
50046;MACRON
57063;LE PEN
61044;LE PEN
59068;LE PEN
2068;LE PEN
60062;LE PEN
81028;LE PEN
62111;LE PEN
62112;LE PEN
62113;LE PEN
57064;LE PEN
2069;LE PEN
34030;MACRON
59069;LE PEN
51051;LE PEN
59070;LE PEN
57065;LE PEN
80084;LE PEN
62114;FILLON
90011;MACRON
16039;LE PEN
81029;LE PEN
65083;MACRON
65084;MACRON
64114;MACRON
65085;MACRON
65086;MACRON
67031;FILLON
67032;LE PEN
80085;FILLON
80086;LE PEN
27056;MACRON
72033;FILLON
80087;LE PEN
17043;LE PEN
77031;FILLON
56014;LE PEN
54063;FILLON
32046;MACRON
80088;LE PEN
14063;LE PEN
95058;LE PEN
16040;LE PEN
17044;LE PEN
80089;LE PEN
87012;LE PEN
60063;LE PEN
60064;LE PEN
62115;MACRON
74033;LE PEN
27057;LE PEN
76082;LE PEN
14064;LE PEN
14066;MACRON
62116;FILLON
38039;MACRON
30036;LE PEN
67033;LE PEN
10040;LE PEN
33046;LE PEN
2070;LE PEN
89038;LE PEN
27059;LE PEN
68006;LE PEN
80090;LE PEN
2071;LE PEN
28037;LE PEN
32047;FILLON
6015;LE PEN
13014;LE PEN
11037;LE PEN
7031;MÉLENCHON
56015;MACRON
86022;FILLON
29007;MÉLENCHON
2072;LE PEN
64115;LASSALLE
51052;FILLON
68032;LE PEN
2073;LE PEN
18028;MACRON
87013;MACRON
39049;LE PEN
59071;MACRON
59072;LE PEN
33047;LE PEN
67034;MACRON
67035;LE PEN
3024;LE PEN
80092;MACRON
2074;LE PEN
80093;LE PEN
80094;LE PEN
76083;LE PEN
60065;LE PEN
86023;LE PEN
25055;LE PEN
57066;LE PEN
59073;LE PEN
37025;MACRON
2075;LE PEN
33048;LE PEN
12026;MACRON
27061;LE PEN
63037;LE PEN
10041;LE PEN
62117;LE PEN
8062;LE PEN
54064;LE PEN
80095;LE PEN
57067;MACRON
81030;LE PEN
65087;MÉLENCHON
76084;LE PEN
76085;FILLON
24038;LE PEN
54065;LE PEN
2076;FILLON
76086;LE PEN
88054;LE PEN
59074;LE PEN
89039;FILLON
86024;MACRON
10042;LE PEN
72034;FILLON
76087;LE PEN
95059;MACRON
27063;LE PEN
57069;LE PEN
27064;LE PEN
76088;LE PEN
71032;MACRON
71031;FILLON
7032;MÉLENCHON
51053;FILLON
2077;LE PEN
39050;MÉLENCHON
25056;MACRON
26049;LE PEN
64116;MÉLENCHON
26050;MACRON
64117;MACRON
50048;LE PEN
2078;LE PEN
2079;LE PEN
70065;LE PEN
44013;MÉLENCHON
50049;LE PEN
2080;LE PEN
16041;MÉLENCHON
