codegeo;libgeo;Gagnant;pop1-0;nb_ecoles_publique1-0;nb_ecoles_publique/pop1-0;nb_ecoles_prive1-0;nb/ecoles_prive/pop1-0;nb_ecoles_totale1-0;nb_ecoles_totale/pop1-0;Part de la population éloignée de plus de 20 minutes d'au moins un des services de santé de proximité 2021  1-0;somme_tauxpourmille_crime 1-0;Taux_Chomage 1-0;Points;Points 0-1
1001;L'Abergement-Clémenciat;LE PEN;0,001303429;0;0,009522353;0;0;0,003558719;0,006925348;0;1;0,116333725;1,134084855;0,275734823
1002;L'Abergement-de-Varey;LE PEN;0,000272379;0;0,045508041;0;0;0,003558719;0,033096757;0;0,53165195;0,111633373;0,7221625;0,175582407
1004;Ambérieu-en-Bugey;LE PEN;1,45E-05;0;0;0;0;0;0;0;0,530068949;0,0693302;0,599413652;0,145737963
1005;Ambérieux-en-Dombes;LE PEN;0,000123273;0;0,100351047;0;0;0,003558719;0,07298258;0;0,386053498;0,145710928;0,705221326;0,171463428
1006;Ambléon;MÉLENCHON;8,34E-05;0;0;0;0;0;0;0,042;0,292716449;0,091656874;0,426456714;0,103686215
1007;Ambronay;LE PEN;5,44E-05;0;0;0;0;0;0;0;0,284032355;0,057579318;0,341666058;0,083070706
1008;Ambutrix;LE PEN;9,79E-05;0;0;0;0;0;0;0;0,232615728;0,068155112;0,300868733;0,073151481
1009;Andert-et-Condon;MACRON;0,001590311;0,03;0,046830492;0;0;0,021352313;0,03405854;0,344;0,221743165;0,021151586;0,669374094;0,16274774
1010;Anglefort;LE PEN;0,000288694;0;0,042940175;0;0;0,003558719;0,031229218;0;0,212840812;0,07520564;0,362504539;0,088137254
1011;Apremont;LE PEN;1,68E-05;0;0;0;0;0;0;1;0,199126431;0,10693302;1,30607622;0,317551807
1012;Aranc;MÉLENCHON;5,39E-05;0;0;0;0;0;0;0;0,195217209;0,143360752;0,338631893;0,082332997
1013;Arandas;LE PEN;8,16E-05;0;0;0;0;0;0;0;0,189755985;0,090481786;0,280319349;0,068155223
1014;Arbent;MACRON;0,000411061;0;0,030171634;0;0;0,003558719;0,021943007;0;0,178393539;0,141010576;0,371929817;0,090428861
1015;Arboys en Bugey;MACRON;0,002324963;0,01;0,016017823;0;0;0,010676157;0,011649326;0;0,167458029;0,099882491;0,297332632;0,072291734
1016;Arbigny;LE PEN;0,000857925;0,01;0,043393603;0;0;0,010676157;0,031558984;0,745;0,163781348;0,05640423;1,04099609;0,25310176
1017;Argis;LE PEN;0,000101066;0;0;0;0;0;0;0;0,154304048;0,065804935;0,220210049;0,053540596
1019;Armix;LE PEN;0,000130977;0;0;0;0;0;0;0;0,152531856;0,155111633;0,307774466;0,074830501
1021;Ars-sur-Formans;FILLON;0,001157043;0;0,010726647;0;0;0,003558719;0,007801198;0;0,150466102;0,112808461;0,282959451;0,068797122
1022;Artemare;LE PEN;0,001950612;0;0,006363723;0,018518519;0,016969929;0,007117438;0,009256325;0;0,149356255;0,207990599;0,408857372;0,099407213
1023;Asnières-sur-Saône;LE PEN;0,000450037;0;0,027561195;0;0;0,003558719;0,020044505;0;0,148860796;0,220916569;0,417833102;0,10158952
1024;Attignat;LE PEN;0,000133243;0;0;0;0;0;0;0;0,147467502;0,085781434;0,233382179;0,056743191
1025;Bâgé-Dommartin;LE PEN;0,000257423;0;0,048147328;0;0;0,003558719;0,035016238;0,143;0,14388653;0,049353702;0,419661221;0,102033998
1026;Bâgé-le-Châtel;MACRON;0,000234762;0;0,052785799;0;0;0,003558719;0,038389672;0,008;0,143391807;0,122209166;0,365011206;0,08874671
1027;Balan;LE PEN;0,000131431;0;0,094143754;0;0;0,003558719;0,068468185;0;0,142420276;0,178613396;0,483777042;0,117622748
1028;Baneins;LE PEN;0,000604581;0;0,020521233;0;0;0,003558719;0,014924533;0,004;0,140065117;0,047003525;0,227118989;0,055220395
1029;Beaupont;LE PEN;0,000259236;0;0,047811236;0;0;0,003558719;0,034771808;0,004;0,137284299;0,039952996;0,264079575;0,064206778
1030;Beauregard;LE PEN;0,003821912;0;0,003248269;0;0;0,003558719;0,002362378;0;0,13519244;0,274970623;0,419595622;0,102018049
1031;Bellignat;LE PEN;9,52E-05;0;0;0;0;0;0;0,99;0,130391488;0,189189189;1,309675851;0,318427
1032;Béligneux;LE PEN;0,000305463;0;0,040586407;0;0;0,003558719;0,029517387;0;0,129581246;0,076380729;0,276371232;0,067195301
1033;Valserhône;MACRON;0,000313621;0,01;0,079064457;0;0;0,007117438;0,057501423;0,51;0,12888559;0,041128085;0,816893176;0,198614675
1034;Belley;MACRON;0,001676874;0;0,007402272;0;0;0,003558719;0,005383471;0;0,128230895;0,19506463;0,337758142;0,082120558
1035;Belleydoux;LE PEN;0,000716977;0;0,017306277;0;0;0,003558719;0,012586383;0;0,127728394;0,028202115;0,186540146;0,045354291
1036;Valromey-sur-Séran;MÉLENCHON;0,007406343;0,03;0,011734129;0,018518519;0,004470145;0,028469751;0,009753036;1;0,127190111;0,437132785;1,602156694;0,389539098
1037;Bénonces;FILLON;0,000250625;0;0;0;0;0;0;0;0,124860094;0,205640423;0,330751142;0,080416917
1038;Bény;FILLON;0,000226151;0;0,054791667;0;0;0,003558719;0,039848485;0;0,12468247;0,158636898;0,378185671;0,091949873
1040;Béréziat;LE PEN;0,001941548;0;0,00639342;0,018518519;0,017049121;0,007117438;0,009299521;0;0,120298718;0,188014101;0,36004555;0,08753939
1041;Bettant;LE PEN;0,050352438;0,15;0,008630318;0,037037037;0,001315095;0,131672598;0,006635251;0;0,119406369;0,278495887;0,466150453;0,113337121
1042;Bey;FILLON;0,001937922;0;0,006405392;0,018518519;0,017081046;0,007117438;0,009316914;0;0,118537258;0,132784959;0,303144537;0,073704807
1043;Beynost;MACRON;0,213887505;0,43;0,005630775;0,407407407;0,003405558;0,423487544;0,005023898;0;0,117737433;0,209165687;0,558256414;0,135731231
1044;Billiat;LE PEN;0,000323591;0;0,03831584;0;0;0,003558719;0,027866065;1;0,11657352;0,038777908;1,221856924;0,297075215
1045;Birieux;LE PEN;0,000265127;0;0,046750579;0;0;0,003558719;0,034000421;0;0,115679554;0,278495887;0,475191568;0,115535325
1046;Biziat;LE PEN;0,033666185;0,07;0,006269482;0,092592593;0,004917245;0,078291815;0,005900704;0;0,113798901;0,210340776;0,379810538;0,092344934
1047;Blyes;LE PEN;0,000164968;0;0;0;0;0;0;0;0,111463097;0,139835488;0,251463553;0,061139392
1049;La Boisse;LE PEN;0,105479887;0,21;0,005532342;0,333333333;0,005650058;0,231316726;0,005564442;0;0,111440744;0,231492362;0,470809893;0,11446999
1050;Boissey;LE PEN;0,001214147;0;0,010222317;0;0;0,003558719;0,007434412;0,95;0,109771304;0,238542891;1,317185071;0,320252749
1051;Bolozon;LE PEN;0,001732165;0,01;0,014332103;0;0;0,007117438;0,010423348;0;0,109640697;0,172737955;0,308866268;0,075095955
1052;Bouligneux;FILLON;0,000263768;0;0,046991142;0;0;0,003558719;0,034175376;0,028;0,10932229;0,0693302;0,288082776;0,070042777
1053;Bourg-en-Bresse;MACRON;0,002073885;0,01;0,011971075;0;0;0,007117438;0,008706236;0,001;0,108831709;0,173913043;0,306495948;0,074519649
1054;Bourg-Saint-Christophe;LE PEN;0,003906662;0,02;0,015889008;0;0;0,017793594;0,011555642;0;0,108698979;0,128084606;0,268134897;0,065192766
1056;Boyeux-Saint-Jérôme;LE PEN;0,00065806;0;0,018854662;0;0;0,003558719;0,013712481;0;0,107855872;0,15746181;0,298542885;0,072585988
1057;Boz;LE PEN;0,000199865;0;0,061981512;0;0;0,003558719;0,045077463;0,028;0,107638522;0,196239718;0,43913708;0,106769246
1058;Brégnier-Cordon;LE PEN;0,000837077;0,01;0,029649168;0;0;0,007117438;0,021563031;0,145;0,107133703;0,036427732;0,340610711;0,082814115
1060;Brénod;FILLON;0,003967393;0;0,003129152;0;0;0,003558719;0,002275747;0;0,105371002;0,266745006;0,3814883;0,092752856
1061;Brens;LE PEN;0,002408806;0;0,005153458;0;0;0,003558719;0,003747969;0;0,105320521;0,321974148;0,438604902;0,106639855
1062;Bressolles;FILLON;0,010767342;0,03;0,006918434;0,018518519;0,003074857;0,024911032;0,00587018;0;0,105288112;0,145710928;0,28070471;0,068248917
1063;Brion;FILLON;0,010546629;0,04;0,010594818;0,018518519;0,003139205;0,035587189;0,008561467;0;0,104061035;0,215041128;0,355083487;0,086332942
1064;Briord;LE PEN;0,155233636;0,38;0,006878518;0,314814815;0,003625879;0,366548043;0,005991439;0,001;0,103024627;0,189189189;0,468569167;0,113925193
1065;Buellas;MACRON;0,001163841;0;0,01066402;0;0;0,003558719;0,007755651;0,092;0,102880963;0,023501763;0,237966238;0,057857733
1066;La Burbanche;LE PEN;0,018913322;0,06;0,008533912;0,018518519;0,00175055;0,049822064;0,006683906;0;0,10267738;0,317273796;0,457583416;0,111254181
1067;Ceignes;MACRON;0,002551567;0,01;0,00973037;0;0;0,007117438;0,007076633;0;0,10159061;0,086956522;0,207905702;0,050548988
1068;Cerdon;LE PEN;0,002024938;0;0,006130201;0;0;0,003558719;0,004458328;0;0,100816416;0,122209166;0,235639049;0,057291913
1069;Certines;LE PEN;0,002797207;0;0,004438015;0;0;0,003558719;0,003227648;0;0,100699304;0,216216216;0,32737839;0,079596885
1071;Cessy;FILLON;0,001053258;0;0,011783167;0;0;0,003558719;0,008569576;0;0,100133364;0,24559342;0,367132785;0,089262539
1072;Ceyzériat;MACRON;6,25E-05;0;0;0;0;0;0;0;0,099952174;0,090481786;0,190496503;0,046316216
1073;Ceyzérieu;LE PEN;0,000763204;0;0,01625866;0;0;0,003558719;0,01182448;0,015;0,099670466;0,098707403;0,242224213;0,058892992
1074;Chalamont;LE PEN;0,001413106;0;0;0;0;0;0;0;0,098701141;0,15746181;0,257576057;0,062625551
1075;Chaleins;LE PEN;0,000694316;0;0,01787074;0;0;0,003558719;0,012996902;0;0,098148698;0,173913043;0,303623699;0,073821307
1076;Chaley;LE PEN;1;0,42;0,001179522;0,62962963;0,00112572;0,459074733;0,001164849;0;0,098091596;0,143360752;1,246048159;0,302956932
1077;Challes-la-Montagne;LE PEN;8,93E-05;0;0,138362794;0;0;0,003558719;0,100627486;0;0,097138407;0,131609871;0,46782784;0,113744951
1078;Challex;FILLON;0,004398848;0,01;0,008466819;0;0;0,010676157;0,006157687;0;0,095451489;0,171562867;0,28603771;0,069545552
1079;Champagne-en-Valromey;MÉLENCHON;0,000542945;0;0,022848892;0;0;0,003558719;0,016617376;0;0,095031185;0,180963572;0,31600397;0,076831375
1080;Champdor-Corcelles;LE PEN;0,001060963;0;0,01169761;0;0;0,003558719;0,008507353;0;0,093955123;0,272620447;0,387841496;0,094297535
1081;Champfromier;LE PEN;0,009858658;0,04;0,010074763;0,018518519;0,003358262;0,03202847;0,008242998;0;0,093628336;0,209165687;0,337686966;0,082103253
1082;Chanay;LE PEN;0,000208929;0;0,059298336;0;0;0,003558719;0,043126063;1;0,092582429;0,044653349;1,239869106;0,301454593
1083;Chaneins;LE PEN;0,000428736;0;0,028929069;0;0;0,003558719;0,021039323;0;0,092422788;0,153936545;0,296756461;0,072151647
1084;Chanoz-Châtenay;LE PEN;0,000771362;0;0,016086806;0;0;0,003558719;0,011699495;0;0,092328435;0,096357227;0,217243325;0,052819284
1085;La Chapelle-du-Châtelard;LE PEN;0,068285469;0,19;0,007818442;0,185185185;0,004848646;0,1886121;0,007008492;0;0,092299017;0,258519389;0,443628101;0,107861167
1087;Charix;LE PEN;0,004705217;0,01;0,005277068;0;0;0,007117438;0,003837867;0;0,092220076;0,26439483;0,370435058;0,090065434
1088;Charnoz-sur-Ain;LE PEN;0,026110736;0,08;0,008559116;0,055555556;0,003804054;0,074733096;0,007262287;1;0,092095184;0,345475911;1,487111342;0,361567638
1089;Château-Gaillard;LE PEN;0,000313621;0;0,039532215;0;0;0,003558719;0,028750702;0,047;0,092009117;0,137485311;0,345090966;0,083903419
1090;Châtenay;FILLON;0,113171299;0,22;0,005375775;0,351851852;0,005558629;0,241992883;0,00542565;0;0,091489156;0,190364277;0,416943415;0,101373207
1092;Châtillon-la-Palud;LE PEN;0,000376617;0;0,032927682;0;0;0,003558719;0,023947405;0,414;0,091469568;0,119858989;0,682580261;0,165958611
1093;Châtillon-sur-Chalaronne;FILLON;0,00189668;0;0,006544645;0;0;0,003558719;0,004759742;0;0,091076236;0,285546416;0,389823719;0,094779481
1094;Chavannes-sur-Reyssouze;LE PEN;0,037970312;0,08;0,0062128;0,037037037;0,001743946;0,074733096;0,004994011;0;0,090301161;0,282021152;0,424987328;0,103328957
1095;Nivigne et Suran;LE PEN;0,000431455;0;0,028746941;0;0;0,003558719;0,020906866;0;0,089683108;0,119858989;0,259627359;0,063124292
1096;Chaveyriat;LE PEN;0,000337641;0;0;0;0;0;0;0;0,089396549;0,128084606;0,217818796;0,0529592
1098;Chazey-Bons;LE PEN;0,001300257;0,01;0,01909117;0,018518519;0,025454893;0,010676157;0,020826731;0,045;0,08866083;0,024676851;0,250465625;0,060896761
1099;Chazey-sur-Ain;LE PEN;0,000233856;0;0,052990007;0;0;0,003558719;0,038538187;0;0,088612326;0,117508813;0,297883189;0,072425593
1100;Cheignieu-la-Balme;MÉLENCHON;0,002295051;0,01;0,010817711;0;0;0,007117438;0,007867426;0;0,088249988;0,160987074;0,27021725;0,065699057
1101;Chevillard;LE PEN;0,033933579;0,06;0,005122418;0,074074074;0,003902803;0,06405694;0,004789808;0;0,087267985;0,162162162;0,301081558;0,073203226
1102;Chevroux;LE PEN;0,001089515;0;0,011391188;0;0;0,003558719;0,0082845;0,052;0,086898194;0,153936545;0,313599942;0,076246873
1103;Chevry;FILLON;0,011492023;0,04;0,010803629;0,018518519;0,002880968;0,039145907;0,008642897;0;0,086365823;0,313748531;0,436814839;0,10620463
1104;Chézery-Forens;LE PEN;0,000230683;0;0,053717312;0;0;0,003558719;0,039067136;0;0,085452853;0,047003525;0,225471509;0,054819837
1105;Civrieux;LE PEN;0,005422194;0,01;0,004579323;0;0;0,007117438;0,003330417;0;0,084834995;0,27027027;0,368437199;0,089579686
1106;Cize;LE PEN;5,62E-05;0;0;0;0;0;0;0;0,084137928;0,139835488;0,224029614;0,054469263
1107;Cleyzieu;LE PEN;0,390500375;1;0,007217515;1;0,004578501;1;0,006497774;0;0,083842463;0,217391304;0,714606433;0,173745269
1108;Coligny;LE PEN;0,004150036;0,02;0,01196587;0,018518519;0,007977228;0,017793594;0,010878059;0;0,083695723;0,35840188;0,485046024;0,117931281
1109;Collonges;LE PEN;8,34E-05;0;0,148085575;0;0;0,003558719;0,1076986;0;0,083656402;0,152761457;0,492285425;0,119691427
1110;Colomieu;MÉLENCHON;0,000715617;0;0,017339124;0;0;0,003558719;0,012610272;0;0,082813428;0,280846063;0,394324504;0,095873776
1111;Conand;MÉLENCHON;0,021684243;0,09;0,011451431;0,055555556;0,004580576;0,081850534;0,009577563;0;0,082759141;0,278495887;0,413129417;0,100445893
1112;Condamine;LE PEN;0,072807136;0,16;0,00613916;0,12962963;0,003183272;0,153024911;0,005333002;0;0,082756257;0,183313749;0,356715848;0,086729825
1113;Condeissiat;LE PEN;0,232620451;0;0;0;0;0;0;0;0,08221858;0,16333725;0,478176281;0,116261011
1114;Confort;LE PEN;0,002740102;0,01;0,013591457;0,018518519;0,01208127;0,014234875;0,013179588;0;0,081929386;0,158636898;0,294239971;0,071539802
1115;Confrançon;LE PEN;0,021948917;0,05;0,006222333;0;0;0,039145907;0,004525333;0;0,081759457;0,223266745;0,337722785;0,082111962
1116;Contrevoz;LE PEN;0,001073652;0,01;0,023118851;0;0;0,007117438;0,01681371;0,004;0,081626371;0,034077556;0,16071014;0,039074133
1117;Conzieu;LE PEN;0,001948346;0,01;0,01274224;0;0;0,007117438;0,009267084;0;0,081422973;0,173913043;0,279293686;0,067905849
1118;Corbonod;LE PEN;0,006720638;0,03;0,011083943;0,074074074;0,019704837;0,035587189;0,013435096;0;0,081196689;0,236192714;0,388038754;0,094345495
1121;Corlier;LE PEN;0,063069486;0,15;0,006496429;0,314814815;0,008924394;0,177935943;0,007158601;0;0,080928574;0,206815511;0,382317389;0,092954435
1123;Cormoranche-sur-Saône;LE PEN;0,011360593;0,02;0,005464291;0,018518519;0,002914296;0,021352313;0,004768848;0;0,080813955;0,265569918;0,373806197;0,090885074
1124;Cormoz;LE PEN;0,000370272;0;0,033491242;0;0;0,003558719;0,024357267;0;0,080524643;0,062279671;0,201023095;0,048875591
1125;Corveissiat;LE PEN;0,005550452;0,02;0,008947041;0,037037037;0,011929388;0,021352313;0,009760408;0;0,079998752;0,269095182;0,397210611;0,096575487
1127;Courmangoux;LE PEN;0,000115568;0;0;0;0;0;0;0,022;0,079867181;0,099882491;0,20186524;0,049080345
1128;Courtes;LE PEN;0,006617306;0,04;0,015009355;0,018518519;0,005003122;0,03202847;0,012280387;0;0,079637746;0,276145711;0,399696749;0,097179952
1129;Crans;LE PEN;0,000183096;0;0;0;0;0;0;0;0,07955936;0,072855464;0,15259792;0,037101774
1130;Bresse Vallons;LE PEN;0,00198143;0,01;0,012529539;0;0;0,007117438;0,009112392;0;0,079141799;0,257344301;0,360109461;0,087554928
1133;Cressin-Rochefort;LE PEN;0,012211719;0,03;0,007116862;0,037037037;0,005422366;0,03202847;0,006654717;0;0,079079135;0,324324324;0,440231489;0,107035334
1134;Crottet;LE PEN;0,000948567;0;0,013083017;0;0;0,003558719;0,009514922;0;0,079069296;0,170387779;0,273003581;0,066376509
1135;Crozet;FILLON;0,006465028;0,02;0,007681436;0;0;0,014234875;0,005586499;0,001;0,079067259;0,141010576;0,240810798;0,058549343
1136;Cruzilles-lès-Mépillat;LE PEN;0,000112396;0;0;0;0;0;0;0,044;0,079003446;0,039952996;0,163068838;0,039647613
1138;Culoz-Béon;LE PEN;0,0014122;0,01;0,017578345;0;0;0,007117438;0,012784251;0;0,078394904;0,111633373;0,221803073;0,053927914
1139;Curciat-Dongalon;LE PEN;0,02522018;0,09;0,009845926;0,037037037;0,00262558;0,078291815;0,00787675;0;0,077833525;0,310223267;0,436250808;0,106067495
1140;Curtafond;LE PEN;0,006013178;0,03;0,014452535;0;0;0,024911032;0,010510934;0;0,077757338;0,299647474;0,408381459;0,099291502
1141;Cuzieu;MACRON;0,001390899;0;0,008923727;0;0;0,003558719;0,006489983;0;0,077694639;0,316098707;0,410597955;0,099830408
1142;Dagneux;LE PEN;0,00215365;0,01;0,011527811;0,018518519;0,015370377;0,010676157;0,012575783;0;0,077621137;0,207990599;0,342609734;0,083300146
1143;Divonne-les-Bains;FILLON;0,005730376;0,02;0,008666151;0,018518519;0,005777423;0,017793594;0,007878304;0;0,077472975;0,17626322;0,287565872;0,0699171
1145;Dompierre-sur-Veyle;LE PEN;0,002586464;0,01;0,009599089;0,018518519;0,012798822;0,010676157;0,010471743;0;0,077443148;0,235017626;0,360715714;0,087702329
1146;Dompierre-sur-Chalaronne;LE PEN;0,002316352;0;0,005359118;0;0;0,003558719;0,00389754;0;0,077428326;0,152761457;0,241762793;0,058780805
1147;Domsure;LE PEN;0,005359198;0,02;0,011582876;0;0;0,017793594;0,00842391;0,011;0,077238048;0,166862515;0,280466547;0,068191012
1148;Dortan;LE PEN;0,003032422;0,01;0,008187628;0;0;0,007117438;0,005954639;0;0,077126213;0,098707403;0,193008305;0,046926921
1149;Douvres;LE PEN;0,12582807;0,29;0,00641383;0,277777778;0,003946972;0,284697509;0,005741051;0;0,076988132;0,252643948;0,475508975;0,115612498
1150;Drom;MÉLENCHON;0,01674381;0,05;0,008156616;0,055555556;0,005932082;0,049822064;0,007549913;0;0,076830921;0,239717979;0,360863403;0,087738238
1151;Druillat;LE PEN;0,000296852;0;0,041761935;0;0;0,003558719;0,030372316;0,041;0,076797101;0,097532315;0,287760519;0,069964426
1152;Échallon;LE PEN;0,005361464;0,02;0,011578;0,018518519;0,006174926;0,021352313;0,01010442;0;0,07674797;0,28907168;0,405213386;0,098521236
1153;Échenevex;FILLON;0,017917169;0,06;0,00970133;0,074074074;0,007391469;0,06405694;0,009071368;0;0,076666486;0,290246769;0,41838606;0,101723963
1155;Évosges;LE PEN;8,52E-05;0;0;0;0;0;0;0;0,076625613;0,078730905;0,155441721;0,0377932
1156;Faramans;LE PEN;0,003869953;0;0,003207943;0,018518519;0,008554513;0,007117438;0,004666098;0;0,076603913;0,239717979;0,345174912;0,083923829
1157;Fareins;MACRON;0,020750179;0,07;0,008975176;0,037037037;0,003191176;0,060498221;0,007397732;0;0,076385018;0,171562867;0,291453324;0,070862273
1158;Farges;LE PEN;0,137495032;0,28;0,005779288;0,537037037;0,006983315;0,330960854;0,006107657;0;0,076037979;0,199764982;0,439151568;0,106772769
1159;Feillens;FILLON;0,000320872;0;0,038640097;0;0;0,003558719;0,028101889;0;0,076031842;0,072855464;0,215950164;0,052504872
1160;Ferney-Voltaire;MACRON;0,020460125;0,04;0,005461442;0,018518519;0,00161821;0,035587189;0,004413299;0;0,075998349;0,128084606;0,237654241;0,057781876
1162;Flaxieu;FILLON;0,023437709;0,07;0,008475778;0,018518519;0,001412631;0,060498221;0,006549457;0;0,075962174;0,279670975;0,396921355;0,096505159
1163;Foissiat;LE PEN;0,007416314;0,01;0,005022149;0,018518519;0,004464133;0,014234875;0,004869963;0;0,075942892;0,142185664;0,244365248;0,059413551
1165;Francheleins;LE PEN;0,000881039;0;0,014085266;0;0;0,003558719;0,01024383;0;0,075462461;0,224441833;0,325114429;0,079046439
1166;Frans;MACRON;0,018499089;0,07;0,010067311;0,074074074;0,007158977;0,067615658;0,009274137;0;0,075308714;0,217391304;0,344858509;0,0838469
1167;Garnerans;LE PEN;0,000566511;0;0,021899161;0,018518519;0,058397762;0,007117438;0,031853305;0;0,075251288;0,032902468;0,279268257;0,067899666
1169;Genouilleux;LE PEN;0,011999164;0,03;0,006208225;0;0;0,021352313;0,004515072;0;0,075082366;0,12573443;0,223539257;0,05435004
1170;Béard-Géovreissiat;LE PEN;0,013105901;0,04;0,009473287;0;0;0,035587189;0,006889664;0;0,074997371;0,130434783;0,234901006;0,05711247
1171;Géovreisset;FILLON;0,001085436;0;0,01143398;0;0;0,003558719;0,008315622;0;0,07462605;0,116333725;0,211794813;0,051494564
1173;Gex;MACRON;5,57E-05;0;0;0;0;0;0;0;0,074523134;0,152761457;0,227340336;0,055274212
1174;Giron;FILLON;0,002524828;0;0,004916703;0;0;0,003558719;0,003575784;0;0,074313959;0,282021152;0,367352426;0,089315941
1175;Gorrevod;LE PEN;0,043542518;0,15;0,009409784;0,166666667;0,006843472;0,149466192;0,008709863;0;0,073673547;0,370152761;0,519175417;0,126229304
1177;Grand-Corent;MÉLENCHON;0,001187408;0;0,010452442;0;0;0,003558719;0,007601776;0;0,073656959;0,185663925;0,27856251;0,067728075
1179;Grièges;LE PEN;0,001167013;0;0,010635035;0;0;0,003558719;0,007734571;0;0,073589505;0,169212691;0,262338815;0,06378354
1180;Grilly;FILLON;0,010133302;0,03;0,007351288;0;0;0,021352313;0,005346392;0;0,073501196;0,164512338;0,260844516;0,063420225
1181;Groissiat;LE PEN;0,007293494;0,03;0,010213441;0,018518519;0,004539307;0,024911032;0,00866595;0,003;0,073342173;0,285546416;0,397140088;0,096558341
1183;Guéreins;LE PEN;0,012875217;0,04;0,009643032;0,018518519;0,002571475;0,039145907;0,007714428;0;0,073338814;0,306698002;0,415412443;0,101000975
1184;Hautecourt-Romanèche;LE PEN;0,025007625;0,05;0,005461305;0,055555556;0,003971848;0,049822064;0,005055079;0;0,073082335;0,217391304;0,333941344;0,081192564
1185;Plateau d'Hauteville;LE PEN;0,041753702;0,14;0,009218177;0,074074074;0,003171846;0,12455516;0,00756918;0,001;0,072945815;0,304347826;0,443178392;0,107751827
1187;Haut Valromey;FILLON;0,008926407;0,02;0,006954323;0,018518519;0,003708972;0,021352313;0,006069223;0;0,0726266;0,218566392;0,320560889;0,077939318
1188;Illiat;LE PEN;0,00327217;0;0,003793912;0,018518519;0,010117099;0,007117438;0,005518417;0;0,072319511;0,169212691;0,274350899;0,066704088
1189;Injoux-Génissiat;LE PEN;0,028315599;0,09;0,009208096;0,092592593;0,00584641;0,09252669;0,008291274;0;0,072183248;0,224441833;0,35413287;0,086101815
1190;Innimond;LE PEN;0,016261143;0,04;0,00687167;0,018518519;0,002036051;0,035587189;0,005552866;0;0,072096248;0,219741481;0,32459551;0,078920272
1191;Izenave;FILLON;0,000315434;0;0,03930535;0;0;0,003558719;0,028585709;0,002;0,072092013;0,068155112;0,210453618;0,051168474
1192;Izernore;LE PEN;0,001111269;0;0,011168295;0,018518519;0,02978212;0,007117438;0,016244793;0,306;0,071826401;0,219741481;0,685656479;0,166706545
1193;Izieu;LE PEN;0,003828711;0,01;0,009727493;0,018518519;0,008646636;0,014234875;0,009432714;0;0,071766043;0,238542891;0,350591124;0,085240695
1194;Jassans-Riottier;LE PEN;0,000127352;0;0;0;0;0;0;0;0,071597038;0,203290247;0,275014637;0,066865466
1195;Jasseron;MACRON;0,001548616;0;0,008015172;0;0;0,003558719;0,005829216;0;0,071581335;0,124559342;0,211533681;0,051431074
1196;Jayat;LE PEN;0,002228882;0,01;0,016708171;0,018518519;0,014851683;0,014234875;0,016201856;0;0,071096456;0,368977673;0,504916404;0,12276245
1197;Journans;MÉLENCHON;0,013782995;0,05;0,010809519;0,018518519;0,002402118;0,046263345;0,008516598;0;0,07061879;0,347826087;0,456358225;0,110956295
1198;Joyeux;FILLON;0,011449422;0,03;0,007590673;0,037037037;0,00578337;0,03202847;0,007097772;0;0,07040487;0,186839013;0,29494849;0,071712067
1199;Jujurieux;LE PEN;4,94E-05;0;0;0;0;0;0;0;0,070348657;0,155111633;0,22550969;0,05482912
1200;Labalme;MÉLENCHON;0,028062255;0,1;0,009733657;0,092592593;0,005899192;0,096085409;0,008687906;0;0,070294023;0,205640423;0,334216648;0,0812595
1202;Lagnieu;LE PEN;0,009944314;0,04;0,009988;0,018518519;0,003329332;0,03202847;0,008172008;0;0,070284009;0,180963572;0,286010567;0,069538953
1203;Laiz;LE PEN;0,017618051;0,05;0,00775187;0,074074074;0,007516978;0,053380783;0,007687809;0;0,070231642;0,171562867;0,289886195;0,07048125
1204;Le Poizat-Lalleyriat;LE PEN;0,003889894;0,01;0,00638301;0;0;0,007117438;0,004642189;0,001;0,070080379;0,172737955;0,258733427;0,062906947
1206;Lantenay;LE PEN;0,024218588;0,07;0,008202504;0,018518519;0,001367081;0,060498221;0,0063383;0;0,069909345;0,262044653;0,373447552;0,090797875
1207;Lapeyrouse;FILLON;0,004732409;0,01;0,007870111;0,055555556;0,020986962;0,021352313;0,011447434;0;0,069859568;0,452408931;0,588292377;0,143034001
1208;Lavours;LE PEN;0,001575355;0;0,007879151;0,018518519;0,02101107;0,007117438;0,011460604;0;0,069761761;0,257344301;0,390043312;0,094832872
1209;Léaz;LE PEN;0,006499925;0,03;0,011460307;0,074074074;0,020373879;0,035587189;0,013891262;0;0,069427556;0,314923619;0,456950427;0,11110028
1210;Lélex;FILLON;0,019071039;0,07;0,009765382;0,055555556;0,005208211;0,06405694;0,008522515;0;0,069391059;0,28907168;0,406238097;0,098770378
1211;Lent;LE PEN;0,049929141;0,11;0,006465444;0,185185185;0,006631224;0,128113879;0,006510665;0;0,069369125;0,220916569;0,366453392;0,089097355
1212;Lescheroux;LE PEN;0,017584513;0,03;0,004942428;0,018518519;0,001882824;0,028469751;0,00410798;0;0,069288919;0,156286722;0,25597621;0,062236573
1213;Leyment;LE PEN;0,003310239;0,01;0,007500568;0,037037037;0,020001515;0,014234875;0,010909917;0;0,069288607;0,172737955;0,303750316;0,073852092
