codegeo;libgeo;nb_ecoles_publique;nb_ecoles_prive;nb_ecoles_totale;Part de la population éloignée de plus de 20 minutes d'au moins un des services de santé de proximité 2021;somme_tauxpourmille;Gagnant
27039;Barneville-sur-Seine;1.0;0.0;1.0;6,4;0.0;LE PEN
27040;Barquet;1.0;0.0;1.0;0;0.0;LE PEN
27042;Barville;0.0;0.0;0.0;0;0.0;LE PEN
27043;Les Baux-de-Breteuil;1.0;0.0;1.0;0;0.0;LE PEN
27044;Les Baux-Sainte-Croix;1.0;0.0;1.0;0;0.0;MACRON
27045;Bazincourt-sur-Epte;1.0;0.0;1.0;0;0.0;LE PEN
27046;Bazoques;0.0;0.0;0.0;0;0.0;LE PEN
27047;Beaubray;1.0;0.0;1.0;0;0.0;LE PEN
27048;Beauficel-en-Lyons;0.0;0.0;0.0;69,4;0.0;FILLON
27049;Mesnil-en-Ouche;3.0;0.0;3.0;14,6;24.961169145667377;LE PEN
27050;Beaumontel;1.0;0.0;1.0;0;0.0;FILLON
27051;Beaumont-le-Roger;1.0;1.0;2.0;0;21.18319838029;LE PEN
27052;Le Bec-Hellouin;0.0;0.0;0.0;0;0.0;FILLON
27053;Le Bec-Thomas;0.0;0.0;0.0;0;0.0;LE PEN
27054;Bémécourt;1.0;0.0;1.0;0;0.0;LE PEN
27055;Bérengeville-la-Campagne;1.0;0.0;1.0;2,6;0.0;LE PEN
27056;Bernay;4.0;1.0;5.0;0;116.721272280398;MACRON
27057;Bernienville;1.0;0.0;1.0;0;0.0;LE PEN
27059;Bernouville;1.0;0.0;1.0;0;0.0;LE PEN
27061;Berthouville;1.0;0.0;1.0;0;0.0;LE PEN
27062;Les Monts du Roumois;1.0;0.0;1.0;0;3.182686187141948;LE PEN
27063;Berville-la-Campagne;1.0;0.0;1.0;0;0.0;LE PEN
27064;Berville-sur-Mer;1.0;0.0;1.0;0;0.0;LE PEN
27065;Beuzeville;1.0;0.0;1.0;0,1;70.48991621386223;LE PEN
27066;Bézu-la-Forêt;0.0;0.0;0.0;2,1;0.0;LE PEN
27067;Bézu-Saint-Éloi;1.0;0.0;1.0;0;15.453249191645217;LE PEN
27068;Bois-Anzeray;0.0;0.0;0.0;0;0.0;FILLON
27069;Bois-Arnault;1.0;0.0;1.0;0;0.0;LE PEN
27070;Frenelles-en-Vexin;1.0;0.0;1.0;0;13.346205494378475;LE PEN
27071;Le Bois-Hellain;0.0;0.0;0.0;0;0.0;LE PEN
27072;Bois-Jérôme-Saint-Ouen;1.0;0.0;1.0;0;0.0;LE PEN
27073;Bois-le-Roi;1.0;0.0;1.0;0;0.0;LE PEN
27074;Boisney;0.0;0.0;0.0;0;0.0;LE PEN
27075;Bois-Normand-près-Lyre;0.0;0.0;0.0;0;0.0;LE PEN
27076;Boisset-les-Prévanches;1.0;0.0;1.0;0;0.0;LE PEN
27077;Boissey-le-Châtel;1.0;0.0;1.0;0;7.803790412486065;LE PEN
27078;La Boissière;0.0;0.0;0.0;0;0.0;LE PEN
27079;Boissy-Lamberville;1.0;0.0;1.0;5;0.0;LE PEN
27081;Boncourt;0.0;0.0;0.0;0;0.0;MACRON
27082;La Bonneville-sur-Iton;1.0;0.0;1.0;0;17.780776333155032;LE PEN
27083;Bonneville-Aptot;0.0;0.0;0.0;0,9;0.0;LE PEN
27085;Flancourt-Crescy-en-Roumois;1.0;0.0;1.0;0,5;4.915730337078651;LE PEN
27089;Thénouville;1.0;0.0;1.0;0;0.0;LE PEN
27090;Bosroumois;1.0;0.0;1.0;0;20.08239638067356;LE PEN
27091;Bosgouet;1.0;0.0;1.0;0;14.5985401459854;LE PEN
27094;Bosquentin;0.0;0.0;0.0;0;0.0;LE PEN
27095;Bosrobert;1.0;0.0;1.0;0,7;0.0;LE PEN
27096;Les Bottereaux;1.0;0.0;1.0;0;0.0;LE PEN
27097;Bouafles;1.0;0.0;1.0;0;0.0;LE PEN
27098;Bouchevilliers;0.0;0.0;0.0;0;0.0;LE PEN
27099;Le Boulay-Morin;1.0;0.0;1.0;0;0.0;LE PEN
27100;Boulleville;1.0;0.0;1.0;0;4.13564929693962;LE PEN
27101;Bouquelon;1.0;0.0;1.0;0;0.0;LE PEN
27102;Bouquetot;1.0;0.0;1.0;0;0.0;LE PEN
27103;Bourg-Achard;1.0;0.0;1.0;0;35.98266399647925;LE PEN
27104;Bourg-Beaudouin;1.0;0.0;1.0;0;0.0;LE PEN
27105;Grand Bourgtheroulde;1.0;0.0;1.0;0;35.243673904866675;LE PEN
27106;Bournainville-Faverolles;0.0;0.0;0.0;0;0.0;LE PEN
27107;Bourneville-Sainte-Croix;1.0;0.0;1.0;20,6;0.0;LE PEN
27108;Bourth;1.0;0.0;1.0;0;8.494208494208495;LE PEN
27109;Bray;0.0;0.0;0.0;0;0.0;LE PEN
27110;Brestot;1.0;0.0;1.0;0;0.0;LE PEN
27111;Bretagnolles;0.0;0.0;0.0;0;0.0;LE PEN
27112;Breteuil;2.0;0.0;2.0;0;46.57980485782835;LE PEN
27113;Brétigny;1.0;0.0;1.0;0;0.0;LE PEN
27114;Breuilpont;1.0;0.0;1.0;0;17.07799052871772;LE PEN
27115;Breux-sur-Avre;0.0;0.0;0.0;0;0.0;FILLON
27116;Brionne;1.0;1.0;2.0;0,1;78.6608953859561;LE PEN
27117;Broglie;1.0;0.0;1.0;0;14.29368029739777;LE PEN
27118;Brosville;1.0;0.0;1.0;0;0.0;LE PEN
27119;Bueil;1.0;0.0;1.0;0;22.68740573152338;LE PEN
27120;Burey;0.0;0.0;0.0;0;0.0;LE PEN
27123;Caillouet-Orgeville;0.0;0.0;0.0;0;0.0;LE PEN
27124;Cailly-sur-Eure;0.0;0.0;0.0;0;0.0;LE PEN
27125;Calleville;1.0;0.0;1.0;0,5;0.0;LE PEN
27126;Campigny;1.0;0.0;1.0;0;0.0;LE PEN
27127;Canappeville;1.0;0.0;1.0;0;0.0;LE PEN
27129;Caorches-Saint-Nicolas;1.0;0.0;1.0;0;0.0;LE PEN
27130;Capelle-les-Grands;1.0;0.0;1.0;0;0.0;LE PEN
27132;Caugé;1.0;0.0;1.0;0;0.0;MACRON
27133;Caumont;1.0;0.0;1.0;0;4.508566275924256;FILLON
27134;Cauverville-en-Roumois;0.0;0.0;0.0;0;0.0;LE PEN
27135;Cesseville;1.0;0.0;1.0;0;0.0;LE PEN
27136;Chaignes;0.0;0.0;0.0;0;0.0;FILLON
27137;Chaise-Dieu-du-Theil;0.0;0.0;0.0;0;0.0;FILLON
27138;Chamblac;0.0;0.0;0.0;1,9;0.0;LE PEN
27139;Chambord;0.0;0.0;0.0;0;0.0;FILLON
27140;Chambray;0.0;0.0;0.0;0;0.0;FILLON
27141;Champ-Dolent;0.0;0.0;0.0;0;0.0;FILLON
27142;Champenard;0.0;0.0;0.0;0;0.0;LE PEN
27144;Champigny-la-Futelaye;0.0;0.0;0.0;0;0.0;LE PEN
27146;La Chapelle-Bayvel;0.0;0.0;0.0;0;0.0;LE PEN
27147;La Chapelle-du-Bois-des-Faulx;1.0;0.0;1.0;0;0.0;LE PEN
27148;La Chapelle-Gauthier;1.0;0.0;1.0;0;0.0;LE PEN
27149;La Chapelle-Hareng;0.0;0.0;0.0;0;0.0;LE PEN
27151;Charleval;1.0;0.0;1.0;0;33.72127946599326;LE PEN
27152;Château-sur-Epte;1.0;0.0;1.0;0;0.0;LE PEN
27153;Chauvincourt-Provemont;0.0;0.0;0.0;0;0.0;LE PEN
27154;Chavigny-Bailleul;0.0;0.0;0.0;0;0.0;LE PEN
27155;Chennebrun;1.0;0.0;1.0;0;0.0;LE PEN
27156;Chéronvilliers;1.0;0.0;1.0;0;0.0;LE PEN
27157;Marbois;1.0;0.0;1.0;0;0.0;LE PEN
27158;Cierrey;1.0;0.0;1.0;0;0.0;LE PEN
27161;Claville;1.0;0.0;1.0;0;0.0;LE PEN
27162;Collandres-Quincarnon;0.0;0.0;0.0;1,9;0.0;LE PEN
27163;Colletot;0.0;0.0;0.0;0;0.0;LE PEN
27164;Combon;1.0;0.0;1.0;0;0.0;LE PEN
27165;Conches-en-Ouche;1.0;1.0;2.0;0;83.32626873443112;LE PEN
27167;Condé-sur-Risle;1.0;0.0;1.0;0;0.0;LE PEN
27168;Connelles;0.0;0.0;0.0;0;0.0;LE PEN
27169;Conteville;1.0;0.0;1.0;0;0.0;LE PEN
27170;Cormeilles;1.0;1.0;2.0;0;27.59830191641708;LE PEN
27171;Le Cormier;0.0;0.0;0.0;0;0.0;FILLON
27173;Corneville-la-Fouquetière;0.0;0.0;0.0;0;0.0;LE PEN
27174;Corneville-sur-Risle;1.0;0.0;1.0;0;5.23168908819133;LE PEN
27176;Coudray;0.0;0.0;0.0;0;0.0;LE PEN
27177;Coudres;1.0;0.0;1.0;0;0.0;LE PEN
27179;Courbépine;1.0;0.0;1.0;1,1;0.0;LE PEN
27180;Courcelles-sur-Seine;1.0;0.0;1.0;0;5.2848515465337895;LE PEN
27181;Courdemanche;1.0;0.0;1.0;0;0.0;LE PEN
27182;Courteilles;0.0;0.0;0.0;0;0.0;LE PEN
27183;La Couture-Boussey;1.0;0.0;1.0;0;4.7372954349698535;LE PEN
27184;Crasville;0.0;0.0;0.0;0;0.0;LE PEN
27185;Crestot;0.0;0.0;0.0;0;0.0;LE PEN
27187;Criquebeuf-la-Campagne;1.0;0.0;1.0;0;0.0;LE PEN
27188;Criquebeuf-sur-Seine;1.0;0.0;1.0;0;21.538295673380773;LE PEN
27189;La Croisille;0.0;0.0;0.0;0;0.0;LE PEN
27190;Croisy-sur-Eure;0.0;0.0;0.0;0;0.0;FILLON
27191;Clef Vallée d'Eure;3.0;0.0;3.0;0;2.431118314424636;LE PEN
27192;Crosville-la-Vieille;1.0;0.0;1.0;0;0.0;LE PEN
27193;Croth;1.0;0.0;1.0;0;9.653152326655816;LE PEN
27194;Cuverville;0.0;0.0;0.0;0;0.0;LE PEN
27196;Les Damps;1.0;0.0;1.0;0;5.1967334818114335;LE PEN
27198;Mesnils-sur-Iton;3.0;1.0;4.0;0;45.64643513231787;LE PEN
27199;Dangu;1.0;0.0;1.0;0;0.0;LE PEN
27200;Dardez;0.0;0.0;0.0;0;0.0;LE PEN
27201;Daubeuf-la-Campagne;0.0;0.0;0.0;0;0.0;LE PEN
27202;Daubeuf-près-Vatteville;1.0;0.0;1.0;16,1;0.0;LE PEN
27203;Douains;1.0;0.0;1.0;0;0.0;LE PEN
27204;Doudeauville-en-Vexin;0.0;0.0;0.0;0;0.0;LE PEN
27205;Douville-sur-Andelle;0.0;0.0;0.0;0;0.0;LE PEN
27206;Droisy;0.0;0.0;0.0;0;0.0;LE PEN
27207;Drucourt;1.0;0.0;1.0;0;0.0;LE PEN
27208;Duranville;0.0;0.0;0.0;0;0.0;LE PEN
27209;Écaquelon;1.0;0.0;1.0;0;0.0;LE PEN
27210;Écardenville-la-Campagne;0.0;0.0;0.0;0;0.0;LE PEN
27212;Écauville;0.0;0.0;0.0;0;0.0;LE PEN
27213;Vexin-sur-Epte;5.0;0.0;5.0;0;51.29360772176074;LE PEN
27214;Écouis;1.0;0.0;1.0;0;0.0;LE PEN
27215;Ecquetot;0.0;0.0;0.0;0;0.0;LE PEN
27216;Émalleville;0.0;0.0;0.0;0;0.0;LE PEN
27217;Émanville;1.0;0.0;1.0;0;0.0;LE PEN
27218;Épaignes;1.0;0.0;1.0;0;8.77742946708464;LE PEN
27219;Épégard;1.0;0.0;1.0;0;0.0;LE PEN
27220;Épieds;0.0;0.0;0.0;0;0.0;LE PEN
27222;Épreville-en-Lieuvin;0.0;0.0;0.0;0;0.0;LE PEN
27224;Épreville-près-le-Neubourg;0.0;0.0;0.0;0;0.0;LE PEN
27226;Étrépagny;1.0;1.0;2.0;0;43.606894338256886;LE PEN
27227;Étréville;1.0;0.0;1.0;0;0.0;LE PEN
27228;Éturqueraye;0.0;0.0;0.0;0;0.0;LE PEN
27229;Évreux;17.0;4.0;21.0;0;136.80209631929364;MACRON
27230;Ézy-sur-Eure;1.0;0.0;1.0;0;26.754533610327897;LE PEN
27231;Fains;0.0;0.0;0.0;0;0.0;FILLON
27232;Farceaux;0.0;0.0;0.0;0;0.0;LE PEN
27233;Fatouville-Grestain;1.0;0.0;1.0;0;0.0;LE PEN
27234;Fauville;0.0;0.0;0.0;0;0.0;LE PEN
27235;Faverolles-la-Campagne;1.0;0.0;1.0;0;0.0;LE PEN
27237;Le Favril;0.0;0.0;0.0;0;0.0;LE PEN
27238;Ferrières-Haut-Clocher;1.0;0.0;1.0;0;0.0;LE PEN
27239;Ferrières-Saint-Hilaire;0.0;0.0;0.0;0;0.0;LE PEN
27240;La Ferrière-sur-Risle;1.0;0.0;1.0;0;0.0;LE PEN
27241;Feuguerolles;0.0;0.0;0.0;0;0.0;LE PEN
27242;Le Fidelaire;1.0;0.0;1.0;0;6.951340615690168;LE PEN
27243;Fiquefleur-Équainville;1.0;0.0;1.0;0;0.0;LE PEN
27245;Fleury-la-Forêt;0.0;0.0;0.0;24,4;40.07408202896718;LE PEN
27246;Fleury-sur-Andelle;1.0;0.0;1.0;0;34.26056891403426;LE PEN
27247;Flipou;1.0;0.0;1.0;0;0.0;LE PEN
27248;Folleville;1.0;0.0;1.0;0;0.0;LE PEN
27249;Fontaine-Bellenger;1.0;0.0;1.0;0;0.0;LE PEN
27251;Fontaine-l'Abbé;1.0;0.0;1.0;0;0.0;LE PEN
27252;Fontaine-la-Louvet;0.0;0.0;0.0;0;0.0;LE PEN
27254;Fontaine-sous-Jouy;1.0;0.0;1.0;0;0.0;MACRON
27256;La Forêt-du-Parc;1.0;0.0;1.0;0;0.0;LE PEN
27258;Fort-Moville;0.0;0.0;0.0;1,6;0.0;LE PEN
27259;Foucrainville;0.0;0.0;0.0;0;0.0;MACRON
27260;Foulbec;1.0;0.0;1.0;0;0.0;LE PEN
27261;Fouqueville;1.0;0.0;1.0;0;0.0;LE PEN
27263;Le Perrey;2.0;0.0;2.0;0;0.0;LE PEN
27266;Franqueville;1.0;0.0;1.0;0;0.0;LE PEN
27267;Freneuse-sur-Risle;0.0;0.0;0.0;0;0.0;LE PEN
27269;Fresne-Cauverville;0.0;0.0;0.0;0;0.0;LE PEN
27271;Fresney;0.0;0.0;0.0;0;0.0;LE PEN
27273;Gadencourt;0.0;0.0;0.0;0;0.0;FILLON
27275;Gaillon;3.0;0.0;3.0;0;77.97132054419866;LE PEN
27276;Gamaches-en-Vexin;0.0;0.0;0.0;0;0.0;LE PEN
27277;La Baronnie;1.0;0.0;1.0;0;0.0;LE PEN
27278;Garennes-sur-Eure;1.0;0.0;1.0;0;25.416595971279406;LE PEN
27279;Gasny;1.0;0.0;1.0;0;66.59397279824135;LE PEN
27280;Gauciel;1.0;0.0;1.0;0;0.0;LE PEN
27281;Gaudreville-la-Rivière;0.0;0.0;0.0;0;0.0;LE PEN
27282;Gauville-la-Campagne;1.0;0.0;1.0;0;0.0;LE PEN
27284;Gisors;3.0;1.0;4.0;0;103.18679025764176;LE PEN
27285;Giverny;1.0;0.0;1.0;0;19.9203187250996;FILLON
27286;Giverville;0.0;0.0;0.0;0;0.0;LE PEN
27287;Glisolles;0.0;0.0;0.0;0;0.0;LE PEN
27288;Glos-sur-Risle;1.0;0.0;1.0;0;0.0;LE PEN
27289;La Goulafrière;0.0;0.0;0.0;1,2;0.0;LE PEN
27290;Goupil-Othon;1.0;0.0;1.0;0;0.0;LE PEN
27291;Gournay-le-Guérin;0.0;0.0;0.0;0;0.0;FILLON
27294;Val d'Orger;1.0;0.0;1.0;0;0.0;LE PEN
27295;Grand-Camp;1.0;0.0;1.0;0;0.0;LE PEN
27298;Graveron-Sémerville;1.0;0.0;1.0;0;0.0;LE PEN
27299;Gravigny;1.0;0.0;1.0;0;67.16853157396234;LE PEN
27300;Grosley-sur-Risle;0.0;0.0;0.0;0;0.0;LE PEN
27301;Grossœuvre;1.0;0.0;1.0;0;4.288777698355968;LE PEN
27302;Le Bosc du Theil;1.0;0.0;1.0;0;0.0;LE PEN
27304;Guerny;0.0;0.0;0.0;0;0.0;LE PEN
27306;Guichainville;1.0;0.0;1.0;0;41.87861039507844;MACRON
27307;Guiseniers;1.0;0.0;1.0;0;0.0;LE PEN
27309;L'Habit;1.0;0.0;1.0;0;0.0;LE PEN
27310;Hacqueville;0.0;0.0;0.0;0;0.0;LE PEN
27311;Harcourt;1.0;0.0;1.0;0;0.0;LE PEN
27312;Hardencourt-Cocherel;0.0;0.0;0.0;0;0.0;FILLON
27313;La Harengère;1.0;0.0;1.0;0;0.0;LE PEN
27315;Harquency;0.0;0.0;0.0;0;0.0;LE PEN
27316;Hauville;1.0;0.0;1.0;0;0.0;LE PEN
27317;La Haye-Aubrée;0.0;0.0;0.0;0;0.0;LE PEN
27318;La Haye-de-Calleville;0.0;0.0;0.0;0;0.0;LE PEN
27319;La Haye-de-Routot;0.0;0.0;0.0;0;0.0;LE PEN
27320;La Haye-du-Theil;1.0;0.0;1.0;0;0.0;LE PEN
27321;La Haye-le-Comte;0.0;0.0;0.0;0;0.0;MACRON
27322;La Haye-Malherbe;2.0;0.0;2.0;0;7.246376811594203;LE PEN
27323;La Haye-Saint-Sylvestre;0.0;0.0;0.0;44;0.0;LE PEN
27324;Hébécourt;0.0;0.0;0.0;0;20.337630623052167;LE PEN
27325;Hecmanville;0.0;0.0;0.0;0;0.0;LE PEN
27326;Hécourt;0.0;0.0;0.0;0;0.0;FILLON
27327;Hectomare;1.0;0.0;1.0;0;0.0;LE PEN
27329;Hennezis;1.0;0.0;1.0;0;0.0;LE PEN
27330;Herqueville;1.0;0.0;1.0;0;0.0;MÉLENCHON
27331;Heubécourt-Haricourt;1.0;0.0;1.0;0;0.0;LE PEN
27332;Heudebouville;1.0;0.0;1.0;0,9;19.430913828356385;FILLON
27333;Heudicourt;1.0;0.0;1.0;0;0.0;LE PEN
27334;Heudreville-en-Lieuvin;0.0;0.0;0.0;0;0.0;LE PEN
27335;Heudreville-sur-Eure;1.0;0.0;1.0;0;6.542056074766355;LE PEN
27336;La Heunière;0.0;0.0;0.0;0;0.0;LE PEN
27337;Heuqueville;1.0;0.0;1.0;0;0.0;LE PEN
27338;Les Hogues;1.0;0.0;1.0;0;0.0;LE PEN
27339;Hondouville;1.0;0.0;1.0;0;0.0;LE PEN
27340;Honguemare-Guenouville;1.0;0.0;1.0;0,3;0.0;LE PEN
27341;L'Hosmes;0.0;0.0;0.0;0;0.0;FILLON
27342;Houetteville;0.0;0.0;0.0;0;0.0;LE PEN
27343;Houlbec-Cocherel;1.0;0.0;1.0;0;5.303030303030304;FILLON
27345;La Houssaye;0.0;0.0;0.0;0;0.0;FILLON
27346;Houville-en-Vexin;0.0;0.0;0.0;0;0.0;LE PEN
27347;Huest;1.0;0.0;1.0;0;0.0;MACRON
27348;Igoville;1.0;0.0;1.0;0;22.961962456140817;LE PEN
27349;Illeville-sur-Montfort;1.0;0.0;1.0;0;0.0;LE PEN
27350;Illiers-l'Évêque;1.0;0.0;1.0;0;10.684371900930447;LE PEN
27351;Incarville;1.0;0.0;1.0;0;23.072135785007077;LE PEN
27353;Irreville;0.0;0.0;0.0;0;0.0;LE PEN
27354;Iville;1.0;0.0;1.0;0;0.0;LE PEN
27355;Ivry-la-Bataille;1.0;0.0;1.0;0;37.1369674986497;LE PEN
27358;Jouy-sur-Eure;1.0;0.0;1.0;0;0.0;FILLON
27359;Juignettes;0.0;0.0;0.0;0;0.0;LE PEN
27360;Jumelles;0.0;0.0;0.0;0;0.0;LE PEN
27361;La Lande-Saint-Léger;0.0;0.0;0.0;0;0.0;FILLON
27363;Le Landin;1.0;0.0;1.0;12,3;0.0;FILLON
27364;Launay;0.0;0.0;0.0;0;0.0;LE PEN
27365;Léry;1.0;0.0;1.0;0;54.221144721911664;MÉLENCHON
27366;Letteguives;0.0;0.0;0.0;0;0.0;MACRON
27367;Lieurey;1.0;0.0;1.0;0;9.546471307750142;LE PEN
27368;Lignerolles;1.0;0.0;1.0;0;0.0;LE PEN
27369;Lilly;0.0;0.0;0.0;0;0.0;FILLON
27370;Lisors;0.0;0.0;0.0;0;0.0;LE PEN
27371;Livet-sur-Authou;0.0;0.0;0.0;0;0.0;LE PEN
27372;Longchamps;1.0;0.0;1.0;0;0.0;LE PEN
27373;Lorleau;0.0;0.0;0.0;64,5;0.0;LE PEN
27374;Louversey;1.0;0.0;1.0;0;0.0;LE PEN
27375;Louviers;7.0;1.0;8.0;0;100.70432773641708;LE PEN
27376;Louye;0.0;0.0;0.0;0;0.0;FILLON
27377;Lyons-la-Forêt;1.0;0.0;1.0;0,6;9.602194787379974;FILLON
27378;La Madeleine-de-Nonancourt;1.0;0.0;1.0;0;39.08032986120874;LE PEN
27379;Mainneville;1.0;0.0;1.0;0;0.0;LE PEN
27380;Malleville-sur-le-Bec;0.0;0.0;0.0;0;0.0;LE PEN
27381;Malouy;0.0;0.0;0.0;0;0.0;LE PEN
27382;Mandeville;0.0;0.0;0.0;0;0.0;MÉLENCHON
27383;Mandres;0.0;0.0;0.0;0;0.0;LE PEN
27384;Manneville-la-Raoult;1.0;0.0;1.0;0;0.0;FILLON
27385;Manneville-sur-Risle;1.0;0.0;1.0;0;15.272862730489852;LE PEN
27386;Le Manoir;1.0;0.0;1.0;0;6.177606177606178;LE PEN
27388;Marais-Vernier;0.0;0.0;0.0;14,4;0.0;LE PEN
27389;Marbeuf;0.0;0.0;0.0;0;0.0;LE PEN
27390;Marcilly-la-Campagne;1.0;0.0;1.0;0;0.0;LE PEN
27391;Marcilly-sur-Eure;1.0;0.0;1.0;0;0.0;LE PEN
27392;Martagny;0.0;0.0;0.0;0;0.0;FILLON
27393;Martainville;1.0;0.0;1.0;0;0.0;LE PEN
27394;Martot;1.0;0.0;1.0;0;0.0;LE PEN
27395;Mélicourt;0.0;0.0;0.0;0;0.0;FILLON
27396;Ménesqueville;1.0;0.0;1.0;0;0.0;LE PEN
27397;Ménilles;1.0;0.0;1.0;0;30.7308725030244;LE PEN
27398;Menneval;1.0;0.0;1.0;0;31.89578302062047;MACRON
27399;Mercey;0.0;0.0;0.0;17,3;0.0;FILLON
27400;Merey;0.0;0.0;0.0;0;0.0;FILLON
27401;Le Mesnil-Fuguet;0.0;0.0;0.0;0;0.0;MACRON
27403;Le Mesnil-Jourdain;0.0;0.0;0.0;0;0.0;FILLON
27404;Mesnil-Rousset;0.0;0.0;0.0;12,3;0.0;LE PEN
27405;Mesnil-sous-Vienne;0.0;0.0;0.0;0;0.0;FILLON
27406;Mesnil-sur-l'Estrée;1.0;0.0;1.0;0;0.0;LE PEN
27407;Mesnil-Verclives;0.0;0.0;0.0;0;0.0;LE PEN
27408;Mézières-en-Vexin;1.0;0.0;1.0;0;0.0;LE PEN
27410;Miserey;1.0;0.0;1.0;0;0.0;LE PEN
27411;Moisville;0.0;0.0;0.0;0;0.0;LE PEN
27412;Terres de Bord;1.0;0.0;1.0;0;0.0;LE PEN
27413;Montfort-sur-Risle;1.0;0.0;1.0;0;0.0;LE PEN
27414;Montreuil-l'Argillé;1.0;0.0;1.0;0;0.0;LE PEN
27415;Morainville-Jouveaux;1.0;0.0;1.0;0;0.0;FILLON
27417;Morgny;0.0;0.0;0.0;0;29.422909564525288;LE PEN
27418;Morsan;0.0;0.0;0.0;0;0.0;FILLON
27419;Mouettes;1.0;0.0;1.0;0;0.0;LE PEN
27420;Mouflaines;1.0;0.0;1.0;0;0.0;LE PEN
27421;Mousseaux-Neuville;1.0;0.0;1.0;0;0.0;LE PEN
27422;Muids;1.0;0.0;1.0;2,5;0.0;LE PEN
27423;Muzy;1.0;0.0;1.0;0;0.0;LE PEN
27424;Nagel-Séez-Mesnil;1.0;0.0;1.0;0;0.0;LE PEN
27425;Nassandres sur Risle;1.0;0.0;1.0;0;20.00988708949311;LE PEN
27426;Neaufles-Saint-Martin;1.0;0.0;1.0;0;7.552870090634442;LE PEN
27427;Neaufles-Auvergny;0.0;0.0;0.0;0;0.0;LE PEN
27428;Le Neubourg;2.0;0.0;2.0;0;67.1116385128814;LE PEN
27429;Neuilly;0.0;0.0;0.0;0;0.0;FILLON
27430;La Neuve-Grange;0.0;0.0;0.0;0;0.0;LE PEN
27431;La Neuve-Lyre;1.0;0.0;1.0;0;0.0;LE PEN
27432;La Neuville-du-Bosc;0.0;0.0;0.0;0;0.0;LE PEN
27433;Neuville-sur-Authou;1.0;0.0;1.0;0;0.0;LE PEN
27434;Noards;0.0;0.0;0.0;0;0.0;LE PEN
27435;La Noë-Poulain;0.0;0.0;0.0;0;0.0;LE PEN
27436;Nogent-le-Sec;0.0;0.0;0.0;0;0.0;LE PEN
27437;Nojeon-en-Vexin;1.0;0.0;1.0;0;0.0;LE PEN
27438;Nonancourt;1.0;0.0;1.0;0;47.00954212124669;LE PEN
27439;Normanville;1.0;0.0;1.0;0;26.154567705814245;LE PEN
27440;Notre-Dame-de-l'Isle;1.0;0.0;1.0;0;0.0;LE PEN
27441;Notre-Dame-d'Épine;0.0;0.0;0.0;0;0.0;LE PEN
27442;Notre-Dame-du-Hamel;0.0;0.0;0.0;56;0.0;FILLON
27444;Le Noyer-en-Ouche;0.0;0.0;0.0;0;0.0;FILLON
27445;Noyers;0.0;0.0;0.0;0;0.0;LE PEN
27446;Ormes;1.0;0.0;1.0;0;0.0;LE PEN
27447;Le Val-Doré;1.0;0.0;1.0;0;21.121068268233397;LE PEN
27448;Pacy-sur-Eure;2.0;1.0;3.0;0;51.86175776011615;LE PEN
27451;Parville;0.0;0.0;0.0;0;0.0;MACRON
27453;Perriers-sur-Andelle;1.0;0.0;1.0;0;4.4493882091212456;LE PEN
27454;Perruel;1.0;0.0;1.0;0;0.0;LE PEN
27455;Piencourt;0.0;0.0;0.0;0;0.0;LE PEN
27456;Pinterville;1.0;0.0;1.0;0;0.0;LE PEN
27457;Piseux;1.0;0.0;1.0;0;0.0;LE PEN
27458;Pîtres;1.0;0.0;1.0;0;24.161788916424765;LE PEN
27459;Les Places;0.0;0.0;0.0;0;0.0;FILLON
27460;Plainville;0.0;0.0;0.0;0;0.0;LE PEN
27462;Le Planquay;0.0;0.0;0.0;0;0.0;LE PEN
27463;Plasnes;1.0;0.0;1.0;0;0.0;LE PEN
27464;Le Plessis-Grohan;1.0;0.0;1.0;0;0.0;LE PEN
27465;Le Plessis-Hébert;0.0;0.0;0.0;0;0.0;LE PEN
27466;Le Plessis-Sainte-Opportune;0.0;0.0;0.0;0;0.0;LE PEN
27467;Pont-Audemer;4.0;1.0;5.0;0;112.27946652335744;LE PEN
27468;Pont-Authou;1.0;0.0;1.0;0;0.0;LE PEN
27469;Pont-de-l'Arche;1.0;0.0;1.0;0;38.59998161193502;LE PEN
27470;Pont-Saint-Pierre;1.0;0.0;1.0;0;19.107420313466385;LE PEN
27471;Porte-de-Seine;0.0;0.0;0.0;0;0.0;MACRON
27472;Portes;1.0;0.0;1.0;0;0.0;LE PEN
27473;Port-Mort;1.0;0.0;1.0;0;0.0;MACRON
27474;Poses;1.0;0.0;1.0;0;45.03227894569926;LE PEN
27475;La Poterie-Mathieu;0.0;0.0;0.0;0;0.0;LE PEN
27476;Les Préaux;1.0;0.0;1.0;0;0.0;MACRON
27477;Pressagny-l'Orgueilleux;1.0;0.0;1.0;0;0.0;FILLON
27478;Prey;1.0;0.0;1.0;0;0.0;MACRON
27480;Puchay;1.0;0.0;1.0;0;0.0;LE PEN
27481;Pullay;0.0;0.0;0.0;0;0.0;FILLON
27482;La Pyle;0.0;0.0;0.0;0;0.0;LE PEN
27483;Quatremare;0.0;0.0;0.0;0;0.0;LE PEN
27485;Quillebeuf-sur-Seine;1.0;0.0;1.0;0;0.0;LE PEN
27486;Quittebeuf;1.0;0.0;1.0;0;0.0;LE PEN
