CODGEO_2024;somme_tauxpourmille
1170;10.532157375211654
1171;0.0
1173;92.77981884495897
1174;0.0
1175;0.0
1177;0.0
1179;15.376985599070721
1180;14.83294032999144
1181;31.958465072315196
1183;7.789396624733036
1184;0.0
1185;31.416378172749226
1187;0.0
1188;0.0
1189;14.9141360806513
1190;0.0
1191;0.0
1192;18.392360840367573
1193;0.0
1194;76.50624146309943
1195;74.90264399637206
1196;0.0
1197;0.0
1198;0.0
1199;76.67192855671307
1200;0.0
1202;72.89540351685777
1203;9.237875288683602
1204;0.0
1206;0.0
1207;0.0
1208;0.0
1209;0.0
1210;79.68673519334313
1211;22.66550197222832
1212;0.0
1213;34.67242270582375
1214;0.0
1215;0.0
1216;0.0
1219;0.0
1224;39.04054484244125
1225;0.0
1227;0.0
1228;49.86920362465399
1229;24.9617889420521
1230;0.0
1231;0.0
1232;44.67863135668201
1233;0.0
1234;0.0
1235;6.768189509306261
1236;0.0
1237;4.189108318372232
1238;106.02995672439111
1239;0.0
1240;23.33321239826337
1241;0.0
1242;0.0
1243;0.0
1244;116.9695918902707
1245;0.0
1246;6.486664215775111
1247;0.0
1248;136.01123789592754
1249;133.86313716932597
1250;13.406322424845639
1252;0.0
1254;49.60605805869855
1255;0.0
1257;0.0
1258;0.0
1259;0.0
1260;0.0
1261;0.0
1262;110.07257088354073
1263;39.702182007095324
1264;0.0
1265;48.180571512515385
1266;94.25928902851103
1267;16.519965244985077
1268;0.0
1269;97.34230132589717
1272;20.907833431470635
1273;61.61496352705107
1274;0.0
1275;127.74244128014298
1276;39.79615722203566
1277;0.0
1279;0.0
1280;0.0
1281;70.27924165933312
1282;0.0
1283;120.3516171565636
1284;0.0
1285;55.31108208847822
1286;0.0
1288;57.78677521936151
1289;67.58350181996416
1290;104.0270845308811
1291;0.0
1293;0.0
1294;0.0
1295;0.0
1296;0.0
1297;0.0
1298;0.0
1299;0.0
1301;19.007306463282276
1302;0.0
1303;71.45074738771426
1304;120.07253988073846
1305;99.31330475166733
1306;43.71957869024707
1307;30.906224147505085
1308;0.0
1309;0.0
1310;0.0
1311;0.0
1313;91.19964068536434
1314;36.490135117320804
1317;0.0
1318;0.0
1319;0.0
1320;26.055447733374127
1321;0.0
1322;80.89400585891819
1323;0.0
1325;0.0
1328;0.0
1329;0.0
1330;0.0
1331;0.0
1332;0.0
1333;106.88295300626268
1334;0.0
1335;0.0
1336;0.0
1337;0.0
1338;31.093409875388538
1339;31.301220320643004
1342;0.0
1343;0.0
1344;57.69369911073692
1345;19.284945265280044
1346;0.0
1347;37.08024898792455
1348;36.374733921664706
1349;0.0
1350;17.267327776896114
1351;9.679995673930858
1352;0.0
1353;5.202312138728324
1354;101.7753512463316
1355;0.0
1356;0.0
1357;0.0
1358;0.0
1359;0.0
1360;12.689418224524935
1361;32.78163168471599
1362;0.0
1363;28.998909971836824
1364;0.0
1365;0.0
1366;0.0
1367;0.0
1368;0.0
1369;0.0
1370;119.37835868283031
1371;25.830799926048606
1372;0.0
1373;37.297829910318434
1374;0.0
1375;0.0
1376;105.50953569351417
1378;71.36773583137365
1379;0.0
1380;0.0
1381;0.0
1382;0.0
1383;13.471419047924016
1384;63.44409028205674
1385;0.0
1386;0.0
1387;0.0
1388;22.849432043681876
1389;11.609999212881409
1390;72.1178131495574
1391;0.0
1392;0.0
1393;0.0
1396;15.69386149003148
1397;21.34607146057618
1398;0.0
1399;79.81604080886689
1400;0.0
1401;25.345323399759145
1402;0.0
1403;22.57804851138242
1404;0.0
1405;31.905664943329526
1406;0.0
1407;49.04716940825266
1408;0.0
1410;0.0
1411;0.0
1412;0.0
1415;0.0
1416;21.181076128602363
1418;53.607805830273556
1419;112.4634934683054
1420;50.08755567623818
1421;0.0
1422;16.78727422849498
1423;13.320746225239713
1424;76.54663496826981
1425;0.0
1426;10.8
1427;100.68844998961778
1428;0.0
1429;0.0
1430;0.0
1431;0.0
1432;0.0
1433;0.0
1434;0.0
1435;53.138087659424954
1436;0.0
1437;0.0
1439;0.0
1441;0.0
1443;100.37033018838387
1444;8.35421888053467
1445;0.0
1446;0.0
1447;9.363162770917818
1448;0.0
1449;0.0
1450;70.39140528710098
1451;117.72046109035733
1452;0.0
1453;0.0
1454;0.0
1456;0.0
1457;41.684863921298636
2001;0.0
2002;0.0
2003;0.0
2004;0.0
2005;0.0
2006;0.0
2007;0.0
2008;0.0
2009;9.487666034155597
2010;0.0
2011;0.0
2012;0.0
2013;0.0
2014;0.0
2015;0.0
2016;0.0
2017;0.0
2018;50.88849273867939
2019;0.0
2020;0.0
2021;0.0
2022;0.0
2023;0.0
2024;0.0
2025;0.0
2027;0.0
2028;19.217768068644283
2029;0.0
2030;0.0
2031;0.0
2032;0.0
2033;0.0
2034;0.0
2035;0.0
2036;0.0
2037;6.988396624472574
2038;0.0
2039;0.0
2040;0.0
2041;0.0
2042;0.0
2043;0.0
2044;0.0
2046;0.0
2047;0.0
2048;0.0
2049;0.0
2050;0.0
2051;0.0
2052;0.0
2053;0.0
2054;0.0
2055;0.0
2056;0.0
2057;26.61786326243039
2058;0.0
2059;73.79901834426533
2060;0.0
2061;0.0
2062;0.0
2063;0.0
2064;55.42761032968732
2065;0.0
2066;0.0
2067;0.0
2068;0.0
2069;0.0
2070;0.0
2071;18.475849121010413
2072;0.0
2073;0.0
2074;0.0
2075;0.0
2076;0.0
2078;0.0
2079;0.0
2080;0.0
2081;0.0
2082;0.0
2083;14.794647260849377
2084;0.0
2085;16.190903113440946
2086;10.040160642570282
2087;0.0
2088;0.0
2089;21.625895034742424
2090;0.0
2091;0.0
2093;47.407191756906485
2094;0.0
2095;109.49389941954387
2096;0.0
2097;0.0
2098;0.0
2099;0.0
2100;0.0
2101;0.0
2102;0.0
2103;46.16433576065896
2104;0.0
2105;0.0
2106;0.0
2107;0.0
2108;0.0
2109;0.0
2110;34.54939603684261
2111;0.0
2112;0.0
2114;60.07170793195351
2115;0.0
2116;0.0
2117;0.0
2118;0.0
2119;0.0
2120;0.0
2121;0.0
2122;0.0
2123;0.0
2124;0.0
2125;0.0
2126;0.0
2127;0.0
2128;7.826940948594265
2129;0.0
2130;0.0
2131;45.85765956765523
2132;0.0
2133;0.0
2134;25.27682028910066
2135;24.3211462227668
2136;0.0
2137;0.0
2138;0.0
2139;0.0
2140;0.0
2141;86.78143280678078
2142;0.0
2143;0.0
2144;0.0
2145;0.0
2146;0.0
2148;0.0
2149;0.0
2150;0.0
2151;0.0
2152;0.0
2153;0.0
2154;0.0
2155;0.0
2156;0.0
2157;109.50739512060267
2158;322.419058758549
2159;0.0
2160;0.0
2162;0.0
2163;76.45869328092652
2164;0.0
2165;17.68465177420344
2166;0.0
2167;0.0
2168;180.28842346597438
2169;0.0
2170;0.0
2171;0.0
2172;0.0
2173;173.74638617759558
2174;0.0
2175;0.0
2176;0.0
2177;0.0
2178;0.0
2179;0.0
2180;0.0
2181;0.0
2182;0.0
2183;0.0
2184;0.0
2185;0.0
2186;57.461116351192885
2187;0.0
2188;0.0
2189;0.0
2190;0.0
2191;0.0
2192;0.0
2193;0.0
2194;0.0
2195;0.0
2196;0.0
2197;0.0
2198;0.0
2199;0.0
2200;0.0
2201;0.0
2203;6.384676775738229
2204;0.0
2205;0.0
2206;0.0
2207;0.0
2208;0.0
2209;19.151121924844553
2210;0.0
2211;0.0
2212;0.0
2213;0.0
2214;0.0
2215;0.0
2216;0.0
2217;20.851797863494003
2218;30.479585957114043
2219;0.0
2220;0.0
2221;0.0
2222;0.0
2223;0.0
2224;0.0
2225;0.0
2226;22.441842629667438
2227;0.0
2228;0.0
2229;0.0
2230;0.0
2231;0.0
2232;0.0
2233;0.0
2234;0.0
2235;0.0
2236;0.0
2237;19.373424815975667
2238;65.22235492490826
2239;17.343246753765467
2240;0.0
2241;0.0
2242;0.0
2243;80.69489067679636
2244;0.0
2245;34.07741747263434
2246;0.0
2248;0.0
2249;0.0
2250;0.0
2251;0.0
2252;0.0
2253;0.0
2254;0.0
2255;0.0
2256;0.0
2257;0.0
2258;0.0
2259;0.0
2260;0.0
2261;0.0
2262;0.0
2263;0.0
2264;12.396694214876034
2265;0.0
2266;0.0
2267;0.0
2268;83.49403227761994
2269;0.0
2270;0.0
2271;0.0
2272;0.0
2273;0.0
2274;0.0
2275;0.0
2276;0.0
2277;0.0
2278;0.0
2279;0.0
2280;0.0
2281;0.0
2282;0.0
2283;0.0
2284;0.0
2286;0.0
2287;25.280496358883386
2288;0.0
2289;0.0
2290;52.59443799991704
2291;0.0
2292;67.2881531333606
2293;0.0
2294;0.0
2295;45.332337604089496
2296;0.0
2297;0.0
2298;21.78763471657699
2299;0.0
2302;0.0
2303;293.35333764278215
2304;121.73401721107433
2305;88.99467737322323
2306;25.407028263831027
2307;63.75395907713776
2308;0.0
2309;22.10444000347554
2310;0.0
2311;0.0
2312;6.404391582799634
2313;0.0
2315;11.275268329703039
2316;0.0
2317;0.0
2318;20.122887864823348
2319;0.0
2320;0.0
2321;22.862705485204117
2322;0.0
2323;0.0
2324;0.0
2326;0.0
2327;0.0
2328;0.0
2329;0.0
2330;0.0
2331;0.0
2332;0.0
2333;0.0
2334;39.47092793016704
2335;0.0
2336;0.0
2337;0.0
2338;0.0
2339;0.0
2340;113.974747080782
2341;0.0
2342;0.0
2343;0.0
2345;0.0
2346;0.0
2347;0.0
2349;0.0
2350;0.0
2351;0.0
2352;0.0
2353;0.0
2354;0.0
2355;0.0
2356;0.0
2357;0.0
2358;0.0
2359;11.877668514905046
2360;32.1436291355979
2361;160.95216881893745
2362;0.0
2363;0.0
2364;0.0
2366;0.0
2367;0.0
2368;0.0
2369;0.0
2370;0.0
2371;66.40197840996603
2372;0.0
2373;0.0
2374;0.0
2375;0.0
2376;0.0
2377;0.0
2378;0.0
2379;0.0
2380;0.0
2381;189.4751002528604
2382;0.0
2383;3.4891835310537336
2384;0.0
2385;0.0
2386;0.0
2387;0.0
2388;0.0
2389;0.0
2390;0.0
2391;0.0
2392;0.0
2393;0.0
2395;0.0
2396;0.0
2397;0.0
2398;0.0
2399;0.0
2400;0.0
2401;0.0
2402;0.0
2403;0.0
2404;0.0
2405;0.0
2406;0.0
2407;0.0
2408;195.5198235195204
2409;0.0
2410;0.0
2411;0.0
2412;0.0
2413;0.0
2414;0.0
2415;0.0
2416;0.0
2417;0.0
2418;0.0
2419;0.0
2420;0.0
2421;0.0
2422;27.312136821891936
2423;0.0
2424;0.0
2425;0.0
2426;0.0
2427;0.0
2428;0.0
2429;0.0
2430;32.69032017570992
2431;0.0
2432;0.0
2433;0.0
2435;0.0
2438;0.0
2439;10.165903643852523
2440;0.0
2441;0.0
2442;0.0
2443;0.0
2444;0.0
2445;0.0
2446;0.0
2447;0.0
2448;0.0
2449;0.0
2450;0.0
2451;0.0
2452;0.0
2453;0.0
2454;0.0
2455;0.0
2456;0.0
2457;0.0
2458;0.0
2459;0.0
2460;0.0
2461;0.0
2462;0.0
2463;0.0
2464;0.0
2465;0.0
2466;0.0
2467;0.0
2468;60.06157223901731
2469;14.344262295081968
2470;0.0
2471;0.0
2472;0.0
2473;0.0
2474;0.0
2476;0.0
2477;31.210502410033158
2478;0.0
2480;0.0
2481;0.0
2482;0.0
2483;0.0
2484;0.0
2485;0.0
2486;0.0
2487;0.0
2488;0.0
2489;0.0
2490;76.33587786259542
2491;0.0
2492;0.0
2493;0.0
2494;0.0
2495;12.550361859285236
2496;0.0
2497;0.0
2498;0.0
2499;0.0
2500;9.876543209876544
2501;0.0
2502;39.59868599522487
2503;0.0
2504;15.806717824709668
2505;0.0
2506;0.0
2507;0.0
2508;0.0
2509;0.0
2510;0.0
2511;0.0
2512;0.0
2513;0.0
2514;0.0
2515;0.0
2516;0.0
2517;0.0
2518;0.0
2519;0.0
2520;0.0
2521;19.70540056404508
2522;0.0
2523;0.0
2524;0.0
2525;8.992805755395683
2526;0.0
2527;0.0
2528;0.0
2529;0.0
2530;0.0
2531;0.0
2532;0.0
2533;0.0
2534;0.0
2535;0.0
2536;0.0
2537;0.0
2538;0.0
2539;0.0
2540;29.592628113149026
2541;0.0
2542;0.0
2543;32.367572927273194
2544;0.0
2545;0.0
2546;0.0
2547;0.0
2548;0.0
2549;0.0
2550;0.0
2551;0.0
2552;0.0
2553;0.0
2554;0.0
2555;68.39334628172215
2556;0.0
2557;0.0
2558;79.75936561989641
2559;0.0
2560;0.0
2561;0.0
2562;0.0
2563;0.0
2564;0.0
2565;0.0
2566;20.40951435191753
2567;0.0
2568;0.0
2569;0.0
2570;0.0
2571;0.0
2572;0.0
2573;0.0
2574;25.095985462394438
2575;43.543564908550074
2576;0.0
2577;0.0
2578;0.0
2579;0.0
2580;0.0
2581;0.0
2582;0.0
2583;0.0
2584;0.0
2585;0.0
2586;0.0
2587;0.0
2588;0.0
2589;0.0
2590;0.0
2591;0.0
2592;0.0
2593;0.0
2594;0.0
2595;0.0
2596;0.0
2598;0.0
2599;0.0
2600;0.0
2601;0.0
2602;27.25849530152287
2604;0.0
2605;0.0
2606;0.0
2607;0.0
2608;0.0
2609;0.0
2610;0.0
2612;0.0
2613;0.0
2614;0.0
2615;0.0
2616;0.0
2617;0.0
2618;0.0
2619;0.0
2620;0.0
2621;0.0
2622;0.0
2623;0.0
2624;0.0
2625;0.0
2626;0.0
2627;0.0
2628;0.0
2629;0.0
2631;0.0
2632;0.0
2633;0.0
2634;0.0
2635;0.0
2636;0.0
2637;0.0
2638;0.0
2639;0.0
2640;0.0
2641;0.0
2642;0.0
2643;16.83937823834197
2644;0.0
2645;0.0
2647;0.0
2648;43.30115534134623
2649;0.0
2650;0.0
2651;0.0
2652;0.0
2653;0.0
2654;0.0
2655;0.0
2656;0.0
2657;0.0
2658;0.0
2659;0.0
2660;0.0
2661;0.0
2662;0.0
2663;0.0
2664;0.0
2665;0.0
2666;24.143538308470497
2667;0.0
2668;19.552482523216362
2670;0.0
2671;0.0
2672;0.0
2673;0.0
2674;0.0
2675;0.0
2676;18.020132438024824
2677;0.0
2678;0.0
2679;0.0
2680;59.833119297421526
2681;0.0
2682;0.0
2683;0.0
2684;87.9112679395237
2685;0.0
2686;0.0
2687;0.0
2688;0.0
2689;0.0
2690;0.0
2691;176.2039254510475
2693;0.0
2694;0.0
2696;0.0
2697;0.0
2698;0.0
2699;0.0
2701;0.0
2702;0.0
2703;0.0
2704;0.0
2705;0.0
2706;0.0
2707;0.0
2708;0.0
2709;0.0
2710;0.0
2711;0.0
2712;0.0
2713;0.0
2714;0.0
2715;0.0
2716;0.0
2717;0.0
2718;0.0
2719;40.88611653284737
2720;66.42627261489959
2721;0.0
2722;166.02854619275837
2723;0.0
2724;0.0
2725;0.0
2726;0.0
2727;0.0
2728;0.0
2729;0.0
2730;0.0
2731;0.0
2732;0.0
2734;0.0
2735;0.0
2736;0.0
2737;0.0
2738;127.6850959339236
2739;0.0
2740;0.0
2741;25.431446955947862
2742;0.0
2743;0.0
2744;0.0
2745;0.0
2746;0.0
2747;0.0
2748;0.0
2749;0.0
2750;0.0
2751;0.0
2752;0.0
2753;0.0
2754;0.0
2755;0.0
2756;43.342430195308054
2757;0.0
2758;5.498009242392667
2759;0.0
2760;0.0
2761;0.0
2762;0.0
2763;0.0
2764;0.0
2765;0.0
2766;0.0
2767;0.0
2768;0.0
2769;0.0
2770;107.48766774984448
2772;0.0
2773;0.0
2774;0.0
2775;0.0
2776;0.0
2777;0.0
2778;0.0
2779;0.0
2780;11.12759643916914
2781;0.0
2782;0.0
2783;0.0
2784;0.0
2785;0.0
2786;0.0
2787;0.0
2788;0.0
2789;99.95293223444587
2790;0.0
2791;0.0
2792;0.0
2793;0.0
2794;0.0
2795;9.688130571377489
2796;0.0
2797;0.0
2798;28.182165884359282
2799;0.0
2800;0.0
2801;0.0
2802;0.0
2803;0.0
2804;0.0
2805;121.82925809054552
2806;0.0
2807;0.0
2808;0.0
2809;0.0
2810;104.21514964750743
2812;0.0
2813;0.0
2814;0.0
2815;0.0
2816;0.0
2817;0.0
2818;0.0
2819;0.0
2820;110.93538530777994
2821;0.0
2822;0.0
2823;0.0
2824;0.0
2826;0.0
2827;0.0
2828;0.0
2829;0.0
2830;28.021487427416623
2831;0.0
2832;0.0
2833;0.0
2834;0.0
3001;47.31729502603899
3002;0.0
3003;44.97985341232832
3004;0.0
3005;0.0
3006;0.0
3007;0.0
3008;0.0
3009;0.0
3010;0.0
3011;0.0
3012;0.0
3013;62.699373777851974
3014;0.0
3015;0.0
3016;0.0
3017;0.0
3018;19.966118593029996
3019;0.0
3020;0.0
3021;0.0
3022;10.183299389002038
3023;122.64172661987041
3024;0.0
3025;12.63610394187464
3026;0.0
3027;0.0
3028;0.0
3029;0.0
3030;0.0
3031;57.6271186440678
3032;0.0
3033;0.0
3034;0.0
3035;0.0
3036;39.34266348844587
3037;0.0
3038;0.0
3039;0.0
3040;0.0
3041;0.0
3042;0.0
3043;0.0
3044;0.0
3045;0.0
3046;6.972111553784861
3047;0.0
3048;5.347593582887701
3049;0.0
3050;0.0
3051;0.0
3052;22.507035647279558
3053;0.0
3054;0.0
3055;0.0
3056;0.0
3057;0.0
3058;0.0
3059;0.0
3060;14.429907585064237
3061;0.0
3062;0.0
3063;0.0
3064;0.0
3065;0.0
3066;0.0
3067;0.0
3068;0.0
3069;0.0
3070;0.0
3071;0.0
3072;28.2098089327005
3073;0.0
3074;0.0
3075;0.0
3076;0.0
3077;0.0
3078;0.0
3079;0.0
3080;0.0
3081;0.0
3082;87.78217499028344
3083;0.0
3084;79.05836489597905
3085;0.0
3086;0.0
3087;0.0
3088;0.0
3089;0.0
3090;0.0
3091;0.0
3092;0.0
3093;0.0
3094;39.50303361054057
3095;98.99872797687426
3096;0.0
3097;0.0
3098;70.7340417400388
3099;0.0
3100;0.0
3101;86.67277679264556
3102;40.380735443649854
3103;0.0
3104;85.92913586948046
3105;0.0
3106;0.0
3107;9.501850806198632
3108;0.0
3109;0.0
3110;0.0
3111;0.0
3112;0.0
3113;0.0
3114;0.0
3115;0.0
3116;0.0
3117;0.0
3118;99.16524336640734
3119;0.0
3120;0.0
3121;0.0
3122;0.0
3124;0.0
3125;0.0
3126;20.452140354587787
3127;0.0
3128;12.554076839791126
3129;0.0
3130;0.0
3131;0.0
3132;0.0
3133;0.0
3134;0.0
3135;0.0
3136;0.0
3137;0.0
3138;80.18298307445095
3139;0.0
3140;11.991489673893108
3141;0.0
3142;0.0
3143;0.0
3144;0.0
3145;0.0
3146;0.0
3147;0.0
3148;0.0
3149;0.0
3150;0.0
3151;0.0
3152;0.0
3154;0.0
3155;17.467130490752744
3156;6.0569351907934585
3157;0.0
3158;0.0
3159;9.055627425614489
3160;0.0
3161;0.0
3162;0.0
3163;0.0
3164;0.0
3165;26.010015954902435
3166;0.0
3167;0.0
3168;0.0
3169;0.0
3170;0.0
3171;0.0
3172;0.0
3173;0.0
3174;0.0
3175;0.0
3176;0.0
3177;0.0
3178;0.0
3179;0.0
3180;0.0
3181;0.0
3182;0.0
3183;0.0
3184;0.0
3185;173.9341738576633
3186;56.51888552603235
3187;0.0
3188;0.0
3189;0.0
3190;164.41619628215093
3191;0.0
3192;0.0
3193;0.0
3194;0.0
3195;58.92372283425419
3196;0.0
3197;0.0
3198;0.0
3200;3.351206434316354
3201;0.0
3202;0.0
3203;0.0
3204;0.0
3205;0.0
3206;0.0
3207;0.0
3208;0.0
3209;0.0
3210;0.0
3211;44.945348208737705
3212;0.0
3213;0.0
3214;0.0
3215;0.0
3216;0.0
3217;0.0
3218;0.0
3219;0.0
3220;0.0
3221;0.0
3222;0.0
3223;0.0
3224;0.0
3225;0.0
3226;0.0
3227;0.0
3228;0.0
3229;0.0
3230;0.0
3231;0.0
3232;0.0
3233;0.0
3234;0.0
3235;9.98574177659458
3236;61.24194117324411
3237;0.0
3238;0.0
3239;0.0
3240;0.0
3241;0.0
3242;0.0
3243;0.0
3244;0.0
3245;0.0
3246;0.0
3247;0.0
3248;0.0
3249;0.0
3250;0.0
3251;0.0
3252;0.0
3253;0.0
3254;111.79480066281454
3255;0.0
3256;0.0
3257;0.0
3258;2.8296547821165814
3259;0.0
3260;0.0
3261;0.0
3262;69.81055557872199
3263;0.0
3264;55.52036298033888
3265;0.0
3266;0.0
3267;0.0
3268;0.0
3269;0.0
3270;0.0
3271;0.0
3272;0.0
3273;0.0
3274;0.0
3275;18.833723432382566
3276;0.0
3277;0.0
3278;0.0
3279;0.0
3280;0.0
3281;0.0
3282;0.0
3283;0.0
3284;0.0
3285;0.0
3286;13.188011742273346
3287;0.0
3288;0.0
3289;0.0
3290;0.0
3291;0.0
3292;0.0
3293;0.0
3294;0.0
3295;0.0
3296;0.0
3297;15.944946336941126
3298;58.43366870663834
3299;0.0
3300;0.0
3301;0.0
3302;0.0
3303;0.0
3304;3.9929015084294575
3305;0.0
3306;29.453760361231595
3307;0.0
3308;0.0
3309;0.0
3310;182.95119242687053
3311;0.0
3312;873.9696957933827
3313;0.0
3314;0.0
3315;3.943217665615142
3316;0.0
3317;0.0
3319;0.0
3320;0.0
3321;88.06792740339172
4001;25.939312514911116
4004;0.0
4005;0.0
4006;163.20596726246623
4007;0.0
4008;21.225431757335038
4009;0.0
4012;0.0
4013;0.0
4016;0.0
4017;0.0
4018;21.649484536082475
4019;106.62433977008999
4020;0.0
4021;0.0
4022;86.18141680024748
4023;0.0
4024;0.0
4025;0.0
4026;0.0
4027;0.0
4028;0.0
4030;0.0
4031;0.0
4032;0.0
4033;0.0
4034;88.87230622044162
4035;0.0
4036;0.0
4037;0.0
4039;97.66277801247695
4040;0.0
4041;0.0
4042;0.0
4043;0.0
4045;26.688907422852374
4046;0.0
4047;0.0
4049;94.52671343947742
4050;0.0
4051;0.0
4053;0.0
4054;0.0
4055;0.0
4057;0.0
4058;0.0
4059;0.0
4061;86.68483940639588
4062;0.0
4063;89.43241866192865
4065;0.0
4066;0.0
4067;0.0
4068;0.0
4069;0.0
4070;147.8853191946227
4072;0.0
4073;0.0
4074;0.0
4075;0.0
4076;8.739076154806492
4077;0.0
4079;30.14769988844767
4081;54.682278387008935
4084;0.0
4085;0.0
4086;0.0
4087;0.0
4088;140.3703682659445
4090;0.0
4091;0.0
4092;0.0
4093;0.0
4094;145.7613164264053
4095;0.0
4096;10.623388228285663
4097;0.0
4099;0.0
4101;0.0
4102;295.1876080908339
4104;0.0
4106;0.0
4107;0.0
4108;49.19667641036564
4109;0.0
4110;24.71117905240805
4111;24.369221296307416
4112;211.96111042619083
4113;0.0
4115;0.0
4116;52.940984487024465
4118;0.0
4120;0.0
4121;14.4
4122;0.0
4123;16.90508390636012
4124;12.254901960784313
4126;0.0
4127;0.0
4128;0.0
4129;0.0
4130;0.0
4132;0.0
4133;0.0
4134;0.0
4135;208.29543120145846
4136;0.0
4137;0.0
4138;0.0
4139;0.0
4140;0.0
4141;0.0
4142;0.0
4143;79.63912346245075
4144;89.09800426467649
4145;52.63186514152426
4148;0.0
4149;77.34373532683973
4150;0.0
4151;0.0
4152;51.34890797252375
4154;0.0
4155;0.0
4156;0.0
4157;20.4773749431496
4158;14.705882352941176
4159;0.0
4160;21.418367682724508
4161;0.0
4162;0.0
4163;0.0
4164;0.0
4166;106.56787244398227
4167;0.0
4169;0.0
4170;0.0
4171;0.0
4172;0.0
4173;9.775171065493646
4174;0.0
4175;0.0
4176;441.9437340153453
4177;0.0
4178;34.970389030848985
4179;0.0
4180;0.0
4181;0.0
4182;0.0
4183;0.0
4184;0.0
4186;0.0
4187;0.0
4188;17.548941544713216
4189;0.0
4190;0.0
4191;0.0
4192;29.1570014340971
4193;0.0
4194;0.0
4195;0.0
4197;78.24132977313539
4199;0.0
4200;0.0
4201;0.0
4202;0.0
4203;0.0
4204;0.0
4205;22.079035779891438
4206;0.0
4207;0.0
4208;0.0
4209;127.99308694776556
4210;0.0
4211;0.0
4214;0.0
4216;0.0
4217;0.0
4218;0.0
4219;0.0
4220;0.0
4222;0.0
4224;0.0
4226;247.48997007456225
4227;0.0
4228;0.0
4229;0.0
4230;85.6196877766722
4231;0.0
4233;0.0
4234;0.0
4235;0.0
4236;0.0
4237;0.0
4240;0.0
4241;0.0
4242;80.14190626625799
4244;54.125038708482364
4245;80.73884077576272
5001;0.0
5003;0.0
5004;0.0
5006;64.8757783448427
5007;0.0
5008;0.0
5009;0.0
5010;52.45280241751136
5011;0.0
5012;51.829106295392066
5013;0.0
5014;0.0
5016;0.0
5017;16.528948881406773
5018;0.0
5019;0.0
5021;0.0
5022;0.0
5023;116.38191721664629
5024;0.0
5025;0.0
5026;0.0
5027;0.0
5028;0.0
5029;0.0
5031;0.0
5032;0.0
5033;0.0
5035;0.0
5036;9.282386153256754
5037;0.0
5038;0.0
5039;0.0
5040;64.02160354977991
5044;0.0
5045;17.6056338028169
5046;111.72391868915747
5047;0.0
5048;0.0
5049;0.0
5050;0.0
5051;0.0
5052;44.58254263072547
5053;0.0
5054;0.0
5055;0.0
5056;0.0
5057;0.0
5058;0.0
5059;0.0
5060;0.0
5061;147.7376670520872
5062;0.0
5063;39.34192928911903
5064;0.0
5065;63.82299819004689
5066;0.0
5068;0.0
5070;100.90340434131846
5071;0.0
5072;0.0
5073;0.0
5074;0.0
5075;0.0
5076;0.0
5077;0.0
